corpusid,section,subsection,section_pos_in_pct,text
29984578,3/6,2.0,0.5,"with UV or ␥ irradiation where at best a marginal sensitization was found (Fig. 5A, Table I, and **data** not shown)."
29984578,3/6,3.0,0.5,"Colony survival of irradiated cells may not always correlate well with the extent of checkpoint arrest in mutants with a partial checkpoint defects (see e.g. Ref. 71). Consequently, we directly analyzed the effect of mutated versions of Rad17p on checkpoint arrest following irradiation of synchronized cells. We placed cells that had been synchronized as large budded cells with hydroxyurea on solid medium and determined the fraction of microcolonies with more than 2 cell bodies as a function of time after ␥ or UV irradiation (Fig. 5B and **data** not  shown). This method measures the extent of arrest at checkpoints downstream of S before entry into the next S-phase and provides a reliable estimate of the prevailing M-phase arrest (13,71). As predicted, [F121L]Rad17p was equally active as the wild-type protein whereas [F121A]Rad17p was inactive and not different from Rad17-1p or empty vector controls. However, we reproducibly detected abbreviated arrest for [F121D]Rad17p and thus demonstrated a partial defect in activity (Fig. 5B, Table I)."
155919788,3/8,1.0,0.375,"For the relationship between clutch size and egg size, I understand the author response and the limits of this analyze given the experimental design. Although only one egg clutch was collected per parental snail, I still think that the relationship between egg size and clutch size could be analyzed at the population level (i.e. by pooling **data** from all females together for each experimental treatments). This would provide us some information on whether the allocation to egg numbers versus egg size was affected by the thermal treatments. That being said, I feel that the study could be accepted for publication without this analyze (although this would be very interesting). I suggest to at least mention this point in the discussion."
252622102,18/27,1.0,0.667,"This study has several limitations. First, in contrast to a clinical diagnosis, the CES-D measures past-week depressive symptoms which may vary over time due to the scale's sensitivity to reactions to life events and individual-level cycles of symptomology (Radloff, 1977). However, the CES-D has shown adequate test-retest validity for intervals of up to 12 months (Radloff, 1977) which supports its use in longitudinal studies conducted previously on this topic (Adjibade et al., 2018;Akbaraly et al., 2013;Le Port et al., 2012;Vermeulen et al., 2018). Second, while we included current use of antidepressants in the outcome to indicate depression in the absence of symptoms, there are important limitations to this measure. Some antidepressant medications are prescribed for other conditions like chronic pain and anxiety, and we were unable to distinguish these indications from clinical depression. Additionally, prescribing practices may have changed over time, so **data** on antidepressant use may not reflect the underlying presence of depression in the population. However, antidepressant use has been included in previous studies of the diet-depression relationship (Chocano-Bedoya et al., 2013;Sánchez-Villegas et al., 2015), and our sensitivity analysis that omitted antidepressants from the outcome did not produce materially different results from our primary analysis. Third, the study is limited by two assessments periods, necessitating our assumption that AHEI scores represented the usual diet before and after the baseline assessment. Diets of the Strong Heart"
13210573,15/16,1.0,0.938,"FIGURE 4 .
4Ratio of the inactivatable to the noninactivatable components of release (= peak/ steady level -1) versus the internal [Mg 2+] (mean values +-SEM; n indicated above each corresponding **data** point). All release records were corrected for depletion of calcium from the SR before determining peak/steady level. Same fibers and pulses as in Figs. 2 and 3.
"
2111254,7/20,3.0,0.35,"Both our results and experimental **data** suggest Sok2 has an extensive interaction with HOG pathway, and may be a novel transcription factor in this pathway."
205355707,10/17,2.0,0.588,"Lentiviral mediated delivery of 14-3-3 or -shRNA constructs to mpkCCD 14 cells uncovered selective, but complex, roles of these isoforms in modulating AQP2 function. Knock-  down of 14-3-3 resulted in increased AQP2 ubiquitylation, decreased AQP2 half-life, and ultimately drastically reduced AQP2 levels. These **data** suggest that 14-3-3 ""protects"" AQP2 from being ubiquitylated and directed into the degradation pathway. The distinct localization of 14-3-3 suggests that this ""protection"" occurs in the apical plasma membrane domain, where otherwise ubiquitylation of AQP2 followed by endocytic retrieval and subsequent degradation is initiated (30). What potential mechanisms could be behind such a response? Previous studies from our group and others have shown that AVPinduced phosphorylation of AQP2 at Ser-256 and Ser-269 mediates AQP2 membrane accumulation by decreasing the rate of AQP2 internalization, a process that ultimately results in increased AQP2 protein half-life (23,29). Therefore, it is interesting to speculate one model (Fig. 15) where: 1) upon AVP stimulation AQP2 undergoes phosphorylation at Ser-256 that facilitates its trafficking to the plasma membrane; 2) at the membrane AQP2 undergoes Ser-269 phosphorylation; 3) the individual or combined effect of the two AQP2 phosphorylation events mediates an interaction with 14-3-3; and 4) the AQP2⅐14-3-3 complex prevents or limits binding of an unknown E3 ligase or an adapter protein to AQP2 thus reducing AQP2 ubiquitylation, internalization, and subsequent degradation. In line with this mechanism, mutation of AQP2 at Ser-256 or Ser-269 to alanine resulted in the complete absence, or dramatically reduced interaction of AQP2 with 14-3-3, respectively. Furthermore, AQP2 membrane abundance and Ser-269 phosphorylation were reduced in the 14-3-3 knockdown cells, suggesting a higher rate of internalization. Finally,  . Analysis of V2R protein and AQP2 mRNA levels in T1 and Z2 cell lines. A, protein abundance of the V2R was assessed by immunoblotting of total protein homogenates from the 14-3-3 (T1) and 14-3-3 (Z2) knockdown cell lines. B, no significant differences were detected in the abundance of the V2R. C, no significant differences were detected in AQP2 mRNA levels between control, T1 or Z2 cell lines."
25460449,6/31,3.0,0.194,"One function of the SG-SSPN subcomplex is to stabilize ␣-DG at the sarcolemma (Holt et al., 1998). By examining extraction of ␣-DG with SDS, we show that disruption of proper SG-SSPN protein interactions within the sarcolemma of SSPN-Tg muscle results in destabilization of ␣-DG. The role of ␣-DG in organization of the extracellular matrix has been well-established (Brown et al., 1999;Henry and Campbell, 1998;Henry et al., 2001;Kanagawa et al., 2005). We now show that SSPN overexpression disrupts formation of the extracellular matrix, as revealed by uncoupling of perlecan, laminin and collagen VI co-localization and as seen by electron microscopy. Laminins represent one of the major components of the extracellular matrix and mutations in the LAMA2 gene, which encodes laminin-␣2 chain, cause congenital MD (Allamand et al., 1997;Helbling-Leclerc et al., 1995;Miyagoe-Suzuki et al., 2000). Although the DGC is normally expressed in mouse models with defects in laminin (dy/dy, dy w /dy w , dy 3k /dy 3k , dy Pas /dy Pas , dy 2j /dy 2j ; dy = Lama2), the linkage between the extracellular matrix and the cytoskeleton is disrupted (Besse et al., 2003;Guo et al., 2003;Kuang et al., 1998;Miyagoe et al., 1997;Sunada et al., 1994;Xu et al., 1994). We provide **data** to demonstrate that the extracellular matrix, including laminin, exhibits abnormal structure in phenotypic SSPN-Tg muscle. Taken together, our **data** support a necessary role for SSPN in organizing proteins within the DGC and in assembly of the extracellular matrix."
30315244,11/16,1.0,0.688,"To investigate whether this regulation at the transcriptional level was also found in other legume species, we queried the expression of genes in the Smirnoff-Wheeler pathway in the Medicago Gene Atlas database 6 (Benedito et al., 2008), which has been now extended with expression **data** corresponding to a progressive drought stress followed by a recovery treatment . In terms of drought responses, M. truncatula showed a differential response compared to soybean (Supplementary Figure 1). For instance, in leaves progressive drought caused a gradual increase in the expression of one of the GME genes, Medtr7g115080, while the levels VTC1 gene Medtr5g080770 and the regulatory gene VTC3 (Medtr1g050520) were reduced compared to well-watered plants. Interestingly, in roots drought induced the expression of the same GME gene observed in leaves, along with the VTC2 gene Medtr5g093390, while there was a reduction of the transcript levels of the two VTC1 genes (Supplementary Figure 1). It is worth noting that the two genes putatively coding for GME show an opposite pattern of expression both in roots and in leaves, which suggests a functional specialization of the genes."
157086359,22/27,1.0,0.815,"The **data** for this analysis were taken from a larger survey of aquaponic growers, including those not involved in education, such as hobbyist and commercial farmers. As a result, our recruitment was focused on aquaponics organizations rather than schools, potentially leading to us missing some educators. Because of this recruitment method, we captured educators who were already engaged in an aquaponics network, perhaps leading to respondents having more confidence in their knowledge than educators who are not engaged with similar networks. Despite this limitation, we have captured a broad range of respondents representing a variety of academic institutions and geographic locations."
217125084,24/57,1.0,0.421,"Fig. 6
6Expression and function analyses of Arabidopsis MKK genes. (a) Expression of Arabidopsis MAPKK genes. X-axis indicates representative tissues and developmental stages and Y-axis represents RPKM (reads per kilobase of mRNA length per million of mapped reads) value. Gene pairs resulted from recent duplications are shown in color. Duplicate genes in same color are paralogs from a recent duplication. (b) Expression of AtMKK10 in wild-type Columbia and ag-12, ap1-15, ap2-6, ap3-6, clv3-7, lfy-12 and ufo-1 mutants. The x-axis indicates different samples and y-axis indicates RPKM value. (c) A multiple sequence alignments of the key phosphorylation site of the MKK10 and other Arabidopsis Group A of MAPKK proteins. (d) Tiling array **data** of Arabidopsis MKK genes under drought, cold, high-salinity, heat, genotoxic, osmotic, oxidative and wounding and UV-B light treatment
"
2924940,7/30,1.0,0.233,"For the parasite proteins identified by mass spectrometry, we then compared the DIGE protein expression profiles with the following: microarray **data** that we generated from the same parasite samples that were used for the proteomic analysis, and with the previously published P. falciparum IDC transcriptome [2]. The microarray **data** produced in this study are in good agreement with the high-resolution IDC transcriptome, confirming the tight synchronization and appropriate progression of our parasite culture through schizont development ( Figure 5; see Additional **data** files 2 to 4). In addition, the comparisons of the 2D-DIGE **data** with the transcription   The average volume ratios represent log 2 -transformed values and have not been mean-centered around zero. a Nomenclature in agreement with Shonhai and coworkers [35]. CA1, human carbonic anhydrase 1; eIF, eukaryotic initiation factor; EXP, exported protein; HETK, hydroxyethylthiazol kinase; HSP, heat shock protein; M1AP, M1-family aminopeptidase; OAT, ornithine aminotransferase; PEMT, phosphoethanolamine N-methyltransferase; SOD, superoxide dismutase; TCP1a, T-complex protein 1, α subunit; TPI, triose phosphate isomerase. **data** reveal that the expression profiles of some proteins/isoforms closely mirror their mRNA levels, for instance for M1family aminopeptidase, heat shock protein (HSP)40, and all but one isoform of actin-I."
25826755,8/22,2.0,0.364,"The plasma membrane of contractile smooth muscle cells is highly ordered, consisting of repeating longitudinal rib-like arrays of caveolae and adherens junctions (Gabella, 1984;Halayko and Stelmack, 2005;Montesano, 1979;Small, 1985;Small and Gimona, 1998). These domains are associated with disparate intracellular, membrane-associated and extracellular proteins; for example, adherens junctions are enriched in actin crosslinking proteins such as vinculin, transmembrane integrins and fibronectin in the extracellular basal lamina (Gabella, 1984;North et al., 1993;Small, 1985). North and colleagues (North et al., 1993) provided initial evidence that caveolae microdomains are marked by the presence of both caveolin-1 and dystrophin. This has contributed to models of the cytoskeletal organization in smooth muscle, but there has been no investigation that assesses the mechanisms of colocalization of caveolin-1 and dystrophin, or of the functional relevance of this association. Our new **data** show that several subunits of the DGC, including -dystroglycan, colocalize with caveolin-1 in membrane arrays in contractile myocytes. In striking contrast, in noncontractile cultured cells lacking endogenous -dystroglycan, caveolin-1 is expressed, but is not organized into linear arrays (see Fig. 1D). This suggests a need for the DGC in ordering of membrane caveolae domains, a conclusion supported by the fact that stable silencing of -dystroglycan leads to disruption of caveolae linear arrays and loss of caveolin-1 and PTRF/cavin from lipid-raft-rich membrane fractions. PTRF/cavin is crucial for caveolae formation (Hill et al., 2008), and its presence on the inside surface of caveolae stabilizes these structures, probably through interaction with the cytoskeleton (Liu and Pilch, 2008). Thus, -dystroglycan is required for the organization of caveolae arrays through its interaction with caveolin-1, and this might impact at a more fundamental level the association of PTRF/cavin and its role in forming and stabilizing caveolar structures. These observations are also important in light of our previous studies showing that DGC expression is a feature of contractile phenotype myocytes (Sharma et al., 2008), equipping them with the capacity to organize caveolae into arrays as a determinant of smooth muscle physiology."
217125084,53/57,1.0,0.93,"Fig. 6
6Expression and function analyses of Arabidopsis MKK genes. (a) Expression of Arabidopsis MAPKK genes. X-axis indicates representative tissues and developmental stages and Y-axis represents RPKM (reads per kilobase of mRNA length per million of mapped reads) value. Gene pairs resulted from recent duplications are shown in color. Duplicate genes in same color are paralogs from a recent duplication. (b) Expression of AtMKK10 in wild-type Columbia and ag-12, ap1-15, ap2-6, ap3-6, clv3-7, lfy-12 and ufo-1 mutants. The x-axis indicates different samples and y-axis indicates RPKM value. (c) A multiple sequence alignments of the key phosphorylation site of the MKK10 and other Arabidopsis Group A of MAPKK proteins. (d) Tiling array **data** of Arabidopsis MKK genes under drought, cold, high-salinity, heat, genotoxic, osmotic, oxidative and wounding and UV-B light treatment
"
251694175,32/32,1.0,1.0,"Fig. 8 .
8Correlations between ELISA and both Olink and Soma. In 60 random samples from either JHS or HERITAGE (according to sample availability), protein levels were assayed by ELISA and compared to measurements from each affinity platform. Shown here are the normalized **data** and Spearman correlations for (A) CD97, (B) mesothelin, (C) HSP70, and (D and E) ANGPTL3. In the case of (A) to (D), aptamers are those featured on the Soma1.3K, while (E) features a new ANGPTL3 aptamer, upgraded on the Soma5K platform. Absolute concentrations by ELISA are shown on a log scale axis, while affinity reagent measurements are log 2 -transformed and scaled.
"
232321052,13/13,1.0,1.0,"Figure 5 .
5Cyclosporine is antiviral against SARS-CoV-2 independent of calcineurin (A) Dose-response analysis of Huh7.5 cells treated with a panel of cyclosporins and related drugs. Data represent the average of R2 independent experiments ± SD. (B) Dose-response analysis of Calu-3 cells treated with a panel of cyclosporins and related drugs. Data represent the average of five independent experiments ± SD. (C) Dose-response analysis of Calu3 cells treated with cyclophilin-selective drugs NIM811 and alisporivir. Data represent the average of five independent experiments ± SD. (D) Table of IC 50 s, CC50s, and SI of Huh7.5 cells and Calu-3 cells treated with the indicated drugs. (E) qRT-PCR analysis of viral replication in Huh7.5 and Calu-3 cells treated with the indicated drugs. (F) qRT-PCR analysis of viral replication in iAT2 cells treated with the indicated drugs. (G) qRT-PCR of NHBE cells treated with the indicated drug. For (E)-(G), **data** represent the mean ± SEM for R2 independent experiments. Cell Reports 35,
"
237856376,21/27,1.0,0.778,"Author
Contributions: Conceptualization, H.W. and J.D.; methodology, J.D.; software, J.D.; validation, J.D. and H.W.; formal analysis, H.W.; investigation, J.D.; resources, H.W.; **data** curation, J.D.; writing-original draft preparation, J.D.; writing-review and editing, H.W.; visualization, J.D.; supervision, H.W.; project administration, H.W.; funding acquisition, H.W. All authors have read and agreed to the published version of the manuscript.
"
233575303,17/33,1.0,0.515,"The non-inclusion of certain themes in media with a contrary political tendency (for Republicans, the fossil and energy industry, and for Democrats, climate protests and news about climate scientists) reveals that the informative selection of the **data** each media outlet does or does not publish corresponds to the particular interests it promotes, enhancing those that reinforce its arguments and omitting those that may contradict them. However, this strategy generates an informative bias, which relativizes the perception of reality through highly biased discourses, which make visible and invisibilize, deliberately, events and information, in order to serve its neighbors, in a kind of echo chambers [36,37]. According to the Spanish media statement [51], climate change coverage should promote the frequency and continuity of quality information on climate change; influence not only the impacts of climate change, but also causes and solutions; promote a focus of the problem from the point of view of climate justice; connect the phenomenon of climate change with close realities in space and time to demonstrate that climate change is not future but present; disseminate initiatives undertaken or led by citizens; defend critical and independent journalism; disseminate scientific research around climate change; popularize the specific terminology necessary for understanding the phenomenon; connect climate change with extreme weather phenomena; and increase specialized writings."
215725489,2/13,2.0,0.154,"When taking into consideration the density (i.e. where the majority of the samples fall) and the limitations of the study, it may be possible that this **data** could be used to predict the dietary guild and general size of a bat. This may have applications within outreach or preliminary ecological assessment for field ecologists and be used to potentially identify certain characteristics of the environment, for example, the morphology of a guano sample could be used indicate which invertebrate groups are important to the particular bat in question."
253240026,27/31,2.0,0.871,"RT-qPCR **data** ( Figures 7C-H) showed that Ti-treated plants have an enhanced expression of AAO3 and ABI5 when exposed to NaCl, which are critical genes in the ABA biosynthesis and ABA signaling respectively (Barrero et al., 2006;Fujita et al., 2011). This enhanced expression is clear one day after transfer to media containing NaCl and is apparently lost after 7 days of the transfer. These results indicate that a higher level of expression of genes involved in the responses to osmotic stress is critical during the early stages of the response to osmotic stress. The finding that expression of PYL4, ABI5, and AAO3 is significantly higher in seedlings grown in media containing NaCl and Ti than in those grown in media containing NaCl without Ti, confirms that Ti activates the expression of genes involved in osmotic stress, but also that to maintain a higher level of expression requires the continuous presence of Ti."
6375277,3/16,2.0,0.188,"On the other hand, it is possible that some of the correlated transcription factor activities may be based on incorrect NCA predictions. The largest possible source of error for NCA decomposition is the initial connectivity matrix, which is based on the current, generally incomplete or erroneous, understanding of the human transcriptional regulatory network. The effect of missing or false **data** in the connectivity matrix is hard to predict in advance. However, the sensitivity of NCA to the connectivity matrix can be estimated by adding or removing connections randomly from the original matrix, and repeating the NCA calculation multiple times [14]. Using this approach, we found that transcription factor activities predicted by NCA and our original connectivity matrix were robust, even if 10-15% of the connectivity matrix contained inaccurate connections ( Table 1). Given that our matrix was limited to only high-confidence interactions, this level of sensitivity was assumed to be tolerable."
37841149,4/15,1.0,0.267,"We also investigated a different family of immune loading proteins called p65 GBPs. To determine if ROP54 enables parasites to evade the antimicrobial effects of GBP2, we compared the immune loading of GBP2 on ROP54HA II , ⌬rop54 II , and ROP54c II parasites. We predicted that if ROP54 modulated GBP2 loading, we would observe a difference in loading between the ⌬rop54 II parasites and the controls. To examine loading of GBP2, we activated mouse embryonic fibroblasts (MEFs) and infected the cells with ROP54HA II , ⌬rop54 II , or ROP54c II parasites. IFA analysis with anti-GBP2 antibodies showed a substantial increase in the percentage of ⌬rop54 II vacuoles loaded with GBP2 compared to that in the ROP54HA II , and ROP54c II vacuoles (Fig. 6E). These **data** indicate that ROP54 is a virulence factor that plays a role in evading the cell-autonomous immune mechanism of GBP2."
1441955,18/51,2.0,0.353,"In our study, xanthohumol in a concentration of 25 and after 2 and 8 h incubation of LNCaP cancer cells alone did not affect the expression of proapoptotic proteins Bid and Bax. TRAIL alone and TRAIL used with xanthohumol induced activation of Bid and led to a significant increase of the expression of Bax after 2 and 8 h incubation (the results are shown in Figure 6D,E), respectively. In this paper we have also demonstrated that TRAIL in combination with xanthohumol decreased the expression of anti-apoptotic protein Bcl-xL after 8 h incubation ( Figure 6F). The results are expressed as means˘SD obtained from three independent experiments. The β-actin was used as a control to show equal loading of proteins. The **data** were normalized to the control and β-actin level. A statistical significance of the differences between the treatment and control results is marked with * p < 0.05, ** p < 0.01, *** p < 0.001."
5863243,5/10,2.0,0.5,"Our preliminary **data** suggest that infection with P. gingivalis induces loss of CD56 + dNK cells and an increase in CD16 + dNK cells in the first trimester. The ratio of CD16 + cells to CD56 + cells increases to 0.63 with infection versus 0.32 in control animals, and to a lesser extent so does the ratio of NKp46 + cells to CD56 + cells with infection (0.24) versus control (0.20), indicating a shift towards an activated phenotype [85,86]. There is evidence that CD56 bright cells have a crucial role in implantation, trophoblast migration, and spiral artery remodeling [64], and that these cells closely associate with dMΦ and decidual vessels in the first trimester [87,88]."
249258070,37/119,3.0,0.311,"The current results should be considered relative to a few study limitations. The CFS **data** did not specify the nature of proactive activities that patrol, DRT officers, or investigators were engaged in. Furthermore, although the coding of the ten call categories analyzed were informed by prior research (Wu & Lum, 2017), idiosyncrasies associated with the study departments' method of cataloging and recording call information did not always allow for direct comparisons to prior research on COVID-19's impact on police services. Similarly, measuring proactivity solely through self-initiated activities from CFS **data** is not a flawless indicator. Officers may engage in proactive work that is not captured in these **data** (Lum, Koper, et al., 2020). However, this method has been established as a reasonable way to distinguish proactivity from reactivity (Lum, Koper, et al., 2020;Wu & Lum, 2017;Zhang and Zhao, 2021)."
13541705,18/25,1.0,0.72,"Angiogenic growth factors are critical to the development of both maternal and fetal vasculature at the uteroplacental interface. Our **data** suggest that T3 affects the timely decidual secretion of three key angiogenic growth factors implicated in human placentation. In the first trimester, VEGF-A, which promotes maternal and fetoplacental angiogenesis (Wulff et al., 2003) as well as EVT motility (Lash et al., 1999), is downregulated by T3 in total decidual cells. This is appropriate as it is at a time prior to the peak of EVT invasion when invasion needs to be tightly controlled. In contrast, Ang-2, which destabilizes vasculature and mediates some of the initial stages of spiral artery remodelling , is appropriately up-regulated in stromal-depleted cells in preparation for the next phase of placentation. In the second trimester, the secretion of angiogenin (a potent inducer of angiogenesis whose placental expression increases with gestation (Rajashekhar et al., 2002)) by total decidual cells is suitably up-regulated by T3."
205355707,4/17,1.0,0.235,"AQP2 Interaction with 14-3-3 Is Regulated by AVP-To examine if the AQP2 and 14-3-3 interaction was regulated by AVP, mpkCCD 14 cells were cultured in dDAVP for 3 days (to increase AQP2 levels), followed by acute stimulation with dDAVP (see ""Experimental Procedures""). Following 20 min dDAVP stimulation, the interaction between AQP2 and 14-3-3 was enhanced, with a greater quantity of 14-3-3 immunoisolated using an AQP2 antibody, or conversely, a greater quantity of AQP2 immunoisolated using a 14-3-3 antibody (Fig. 5A). Quantification **data** from 3 individual immunoprecipitations is shown in Fig. 5, B and C."
1441955,18/51,1.0,0.353,"Caspases, a family of cysteine proteases, play an important role in programmed cell death. In our study, xanthohumol alone did not cleave the examined caspases (-3, -8, -9). Here we have shown that TRAIL in combination with xanthohumol cleaved caspases-8, -9, and -3 ( Figure 6A-C) after 2 and/or 8 h. In order to confirm that apoptosis induced by TRAIL in combination with xanthohumol is dependent on caspases, we used caspase inhibitors: caspase-3 inhibitor (iC-3, z-DEVD-fmk), caspase-8 inhibitor (iC-8, z-IETD-fmk), caspase-9 inhibitor (iC-9, z-LEHD-fmk), and pancaspase inhibitor (iVAD, z-VAD-fmk). The use of caspase inhibitors in combination with TRAIL and xanthohumol caused a significant inhibition of apoptosis in LNCaP cells from 73.9˘0.7 to 11.5˘0.6 with iC-3, 11.2˘0.6 with iC-8, 13.7˘0.6 with iC-9, and 13.9˘0.9 with iVAD ( Figure 7). These results suggest that TRAIL-induced apoptosis in combination with xanthohumol extends extrinsic pathway involving caspases.   The results are expressed as means ± SD obtained from three independent experiments. The β-actin was used as a control to show equal loading of proteins. The **data** were normalized to the control and β-actin level. A statistical significance of the differences between the treatment and control results is marked with * p < 0.05, ** p < 0.01, *** p < 0.001."
229179745,24/73,2.0,0.329,"Results from the present work are novel also because they allow for causal inferences. Indeed, different from archival research using large survey **data** [56,57], in our studies, the primary predictor variables, namely participants' socio-economic status and mind-set, were manipulated rather than assessed. Importantly, although participants were objectively in the same income range, subjective socio-economic status was successfully varied by providing them a fictitious feedback about their relative standing in the social and economic ladder. This manipulation allows us to conclude that potentially confounding variables, which typically covary with individuals' actual socio-economic status (e.g., political orientation, tax attitudes, system justification) can not account for our findings."
