corpusid,section,subsection,section_pos_in_pct,text
246337567,4/70,2.0,0.057,"Data provenance is a record describing the origin of a piece of **data** and can include information on the date/time, people, institutions, and processes involved in its creation. Given that any individual can publish to the SW, LD provenance is crucial in establishing the trustworthiness and quality of the **data** (Dezani-Ciancaglini et al. 2012). In the LAM domain, The Open Archival Information System (OAIS) (CCSDS 2019) and Preservation Metadata: Implementation Strategies (PREMIS) (PREMIS Editorial Committee 2015), are both widely accepted standards for digital preservation that require the provision of provenance information when archiving digital resources."
225532842,4/17,1.0,0.235,"Within initial phase, the node of the sensor transmits information towards the nodes of the master type (outer nodes as well as on-body ones). In the other one, OMN tests the taken information for determining if it was taken correctly; after that the OMN transfers an ACK positive in the reverse direction, besides OBN comes the information off which was taken out of a sensor, just like it is displayed in Figure 3. If not, the OMN transfers NACK towards the OBN, that re-transfers the information which was taken from the sensor towards the OMN and after that merges the information of the signal of the _rst and other phases by MRC which is Maximal Ratio Combining. The goals of the achievement can be briefed as mentioned below [2]: 
‫ܥܦ‬ ൌ ܶ ௧௩ ܶ ௌ ሺ1 ܲ‫ܴܧ‬ሻ ሺ1ሻ
where ܶ ௧௩ is the RF activity time, which is given as [9]:
ܶ ௧௩ ൌ ܶ ܶ ௐ ܶ ௗ௧ ܶ 2ܶ ௌூிௌ 2ܶ ఈ ሺ2ሻ
ܶ ௐ is average contention time and it is given as:
ܶ ௐ ൌ 0.5 ‫ܹܥ‬ . ܶ ௦
(3) The required time to send a **data** is given as [9]:
ܶ ் ൌ ܶ ܶ ு ܶ ெ ܶ ை ܶ ிௌ . ሺ4ሻ
The acknowledgment sending time is given by:
ܶ ൌ ܶ ܶ ு ܶ ெ ܶ ிௌ . ሺ5ሻ
The average probability of error at the packet level at each hop is given as [10][11]:
‫ܴܧܲ‬ ൌ 1 െ ሺ1 െ ‫‪ܴሻ‬ܧܤ‬ ሺ6ሻ
The DC is given as [2]:
‫ܥܦ‬ ൌ ܶ ܶ ௐ ܶ ௗ௧ ܶ 2ܶ ௌூிௌ 2ߙ. ܶ ௦ ൈ ൫2 െ ሺ1 െ ‫‪ܴሻ‬ܧܤ‬ ൯ ሺ7ሻ
The factor,ሺ2 െ ሺ1 െ ‫‪ܴሻ‬ܧܤ‬ ሻ, is taken into account, which shows how the BER influences DC. DC and the average transmission power are affected directly by the factor ሺ2 െ ሺ1 െ ‫‪ܴሻ‬ܧܤ‬ ሻ."
246337567,3/70,2.0,0.043,LD interlinking describes the task of determining whether a named resource (an entity identified by a URI) can be linked to another named resource in order to indicate that they both describe the same thing or that they are related in some capacity (Ferrara et al. 2011). The purpose of LD interlinks is to provide additional information about an entity in order to improve **data** discovery (Kim and Hausenblas 2015).
54704771,11/11,1.0,1.0,"Profit split method 
If there is no **data** for application 
of traditional methods 
Profit split method 
Indirect use "
565361,17/29,2.0,0.586,"With the increasing use of digital imagery that is independent of TV, new methods are continually being introduced. Just as in halftoning, coding schemes that exploit the lowpass spatial response of the eye have been suggested for image coding. In subband coding [313], the image is split into orthogonal subbands with varying frequency content. The subbands are then quantized with fewer bits allocated to higher frequency components. VQ techniques, similar to those described in the earlier section on palettization, can be used for the quantization. Known anisotropy in the eye's spatial response can also be utilized. The lower sensitivity of the eye along the 45 angle, permits fewer bits to be allocated to frequency bands located on the diagonal. This idea is easily extended to color images. However, complete **data** on the spatial frequency response of the eye to spatial color (chromatic) frequencies has only recently been published. The combination of subband coding with color spatial frequency response was presented in [314] and [315]."
27068907,2/25,1.0,0.08,"Often deployed in refrigeration houses and cars, wireless sensor nodes are mainly targeted at collecting and processing temperature signals, and sending the processed signals to the monitoring terminal. The **data** is sent through the radio frequency mode."
236522469,5/33,1.0,0.152,"The neural network learns the patterns from the input **data** by reading the input **data** set and applying different computations to it. However, the neural network does not just do this once; it learns repeatedly using the input **data** set and also the results of previous tests. Each step in learning from the input **data** set is called an epoch. That is, an epoch refers to one cycle in the entire training **data** set [48,49]. Initially, CNN were trained with a large number of epochs or steps (iterations) to ensure that the smallest loss would be within that step range. After the first training, we determined an ideal number of steps to obtain the least loss to optimize the analyses and repetitions that would be performed; this test served fundamentally to know how many epochs would be necessary for the final At the end of the sample selection process, the software provides a file in .csv format, containing filename, height, width, class, xmin, xmax, ymin, and ymax [47]. From the Labelimg .csv file, it was possible to create two sets of samples randomly: Training (70%; 1706 samples) and Test (30%; 731 samples); these samples formed from the Training and Test images were fed into the CNN as input parameters. For validation, 487 images were separated from the training samples to be applied in the validation, guaranteeing that the model did not present overfitting ( Table 2)."
236196766,22/47,2.0,0.468,"When compared to these tools, GrimoireLab is in general more diverse in terms of **data** sources supported with a common interface: all of them can be retrieved using the Perceval API. For all of them raw and enriched indexes are produced with a similar structure, all of them can be retrieved and analyzed automatically with the same Mordred configuration. Most of the tools mentioned above support one, or a small number, of different **data** sources, and in general are not designed to produce uniform **data** that can be later queried for further analysis in a uniform way. GrimoireLab also provides identity management for all of these **data** sources, and a common way of visualizing and reporting data. However, the main difference is probably the fact that GrimoireLab tools can be used, if needed, in isolation, and that the **data** is stored in a way that allows for many different kinds of further analysis."
225958729,2/13,1.0,0.154,"In essence, cloud computing is a computing model, which mainly relies on distributed computing, grid computing, and parallel computing. The ultimate purpose of cloud computing is to provide users with comfortable and convenient services. For cloud computing functions, convenience is a big feature, such as the storage of data. Besides, cloud computing has the characteristics and advantages of a timesharing system, mainly reflected in three aspects: first, different devices can also achieve the purpose 2 of network **data** sharing; Second, it has complete computing function and storage function; Third, the operation of the application is quite convenient, especially for users, whose terminal equipment are not high. As for the processing of **data** in cloud computing, it mainly covers two aspects: the collation work after **data** collection, and the search work within the system. If only from the **data** collection after the collation of the work, it includes **data** analysis and the results of the return. Overall, cloud computing is dedicated to providing a good experience for users. "
246337567,5/70,2.0,0.071,"These LD services have been summarised in Table 1 where it can be seen that, on average, the **data** was interlinked to five external datasets-primarily authority files and controlled vocabularies as well as datahubs such as DBpedia 11 and Wikidata. 12 Although interlinking with authority files and controlled vocabularies is extremely useful, this type of linking predates LD. Additionally, while linking to large-scale datahubs, such as DBpedia and Wikidata, is useful, these datasets do not fall within the LAM domain. Additionally, only two services, Europeana and the BNB, appeared to provide LD provenance information. Finally, the majority of interlinks created by the projects were identity links-leaving vast potential for LAMs to create provenance-rich relationship interlinks that provide additional information and context for a given entity."
232380196,3/28,4.0,0.107,"Loss re-weighting Apart from the aforementioned databased re-balance strategies, another line of studies propose to mitigate the negative effects of **data** imbalance by modifying the loss functions. Loss re-weighting is one of the simple but effective ways to tailor the loss function for imbalanced classification, where the basic idea is to upweight the tailed samples and downweight the head samples in the loss function [17]. The existing solutions differ mainly in how to define the weights for different classes. In classsensitive cross-entropy loss [14], the weight assigned to each class is inversely proportional to the number of samples. In class-balanced loss [7], the authors decide the re-weighting coefficients based on the real volumes of different classes, named effective numbers. In the work [30], the weights to the training examples are optimized to minimize the loss of a held-out evaluation set."
246165803,15/45,1.0,0.333,"Two models were proposed for the classification system, based on the type of **data** provided by the accelerometer: the K-nearest neighbor algorithm and an Artificial Neural Network. Even though both algorithms classify data, they are opposite approaches. The KNN algorithm is more practical and easier to train than the ANN, and ANN is a more sophisticated and likely better approach. However, considering the amount of experimental **data** obtained, the KNN could be better suited."
17966235,8/35,1.0,0.229,"In the indoor environments, however, due to the limited range, the assumption of pseudowired is not reasonable [63], [64]. On the other hand, owing to the explosive growth of mobile **data** demands as well as to overcome the limited range of mmWave communications, in a practical mmWave communication system, the number of deployed APs over both public and private areas increases tremendously. For example, a large number of APs must be deployed in scenarios such as enterprise cubicles and conference rooms to provide seamless coverage. In this case, the interference in the network can be divided into two portions: interference within each BSS, and interference among different BSSs [65]. As shown in Fig. 3, when the two links in BSS1 and BSS2 are communicating in the same slot t, since AP1 directs its beam towards the laptop, AP1 will have interference to the laptop. If the distance between them is short, the service of the laptop will be degraded significantly."
2765985,6/7,1.0,0.857,The source routing is not a mandatory function. It is called only if it is selected by the originator of PDU. The source routing function allows a network entity to specify the path that a generated PDU shall take [2]. Then it will examine the route in the parameter value that defined by the network entity where the PDU constructed. The source route function will give the forward PDU function the **data** packet and the address of the next network entity where the packet needs to be transmitted. Source route analysis divided into complete source route analysis and partial source route analysis.
246165803,14/45,2.0,0.311,"Additional **data** were acquired since the ANN model needs labeled **data** for training. This also obtained **data** for comparison. With new **data** on a less troubled street, the algorithms' manual labeling of the anomalies and cleaner training **data** can be provided to the algorithm for a better performance."
249538382,12/22,1.0,0.545,"Within our proposed **data** generation scheme, we conducted five separate runs of the ERPsim serious game with both exclusively normal and partially fraudulent business operation. In Table 2 we report some financial characteristics of the simulated company over the conducted runs, with each run lasting one fiscal year. When comparing purchasing costs and turnover costs, we observe that all companies were capable of achieving a considerable added value through the procurement, production, and sales strategies employed by the **data** generation participants. Our first participant group was capable of achieving higher added values within their runs normal 1 and fraud 1, which can be attributed to a largely differing business strategy compared to our second group. While our second group specifically targeted large resellers in their runs (normal 2, fraud 2, fraud 3) through producing exclusively large product sizes and was capable of serving the market of the 71 large resellers within ERPsim, our first group produces additional small product sizes that are sold also to smaller retails which left them with a higher number of customers. This also explains the high turnover volume in comparison to the purchasing volume of run normal 1, as turnover volume here also included smaller packaging. Overall, we find that the different participant groups indeed generated **data** with varying characteristics through the choice of different business strategies."
5803875,30/49,1.0,0.612,"There is an increasing need, fueled by new national regulations in Europe and Australia, for ISPs to ensure that personal information belonging to their users does not leave the country. It is unclear whether such regulations cover **data** in transit as well as storage, but **data** can certainly be sniffed while in transit, violating the original intent. Such regulations may place a substantial burden on ISPs to prove that such **data** remains within a country for its entire lifetime, even when it moves. It is still far from clear what the implications are on ISP operations. Currently we do not have the tools to monitor **data** in transit and state with confidence that **data** has not left a country, even briefly."
240460078,37/40,1.0,0.925,"Direct transfer 
of **data** to 
programme 
convenor/tutor "
248392338,1/27,1.0,0.037,"The digitization of our daily lives has ushered opportunities for the collection of personal **data** on those activities, which up to recently, were private. Moreover, automated **data** collection has become almost impossible to escape (Auxier et al., 2019). This **data** is used in ways that can impact our reality (Slavkovik et al., 2021). Regulations are increasingly put in place to protect our interests. Examples include the European Union's General Data Protection Regulation (GDPR) (Parlament and Council, 2016) and the California Consumer Privacy Act (CCPA) (Infromation, 2018). One of the goals of these regulations is to enforce the practice to inform and obtain consent from users about the use of **data** processing and **data** trackers . In Europe, the most tangible effect of these regulations has been the appearance, and ubiquity, of consent banners on webpages. Cookie banners appear because, according to the GDPR and the ePrivacy Directive (ePD) (the Council of the European Union, 2009), websites, regardless of where they are based, must inform users located in the EU about personal **data** collection and obtain their consent for certain purposes 1 ."
119247546,1/46,1.0,0.022,"One of the main advantages of the use of conformal geodesics in the construction of gauge (and coordinate) systems in a vacuum spacetime is that they provide an a priori conformal factor which can be read off directly from the **data** one has specified to generate the congruence of conformal geodesics. Hence, one has a canonical procedure to generate a conformal extension of the spacetime in question. In addition, gauge systems based on conformal geodesics give rise to a fairly straightforward hyperbolic reduction of the conformal Einstein field equations in which most of the evolution equations are, in fact, transport equations -see e.g. [12,14]."
246165803,26/45,3.0,0.578,"During the **data** acquisition process, the vehicle did not experience unevenness with great height differences, nor did it pass through tunnels, bridges, traffic lights, or other typical situations for a city road. Thus, this limited its ability to differentiate common cases of healthy streets and anomalies such as bumps, potholes, or any other type. Therefore, it is necessary to include all kinds of daily situations that do not represent a problem for the road in the training."
236196766,13/47,13.0,0.277,"Mordred orchestrates all the process, according to the information in its configuration files, deciding which repositories to retrieve, how enriched indexes are produced, when **data** should be updated, etc."
252484412,4/5,2.0,0.8,"As I have argued previously ( §3), the very idea of being in good health, i.e., one of Nussbaum's ten fundamental capabilities, has been transformed by big **data** and the AIpowered techniques used to analyze such data. With more information, faster ways to process it, and more efficient methods for finding significant patterns and trends, the standards for being in good health have significantly shifted. However, consider the case of someone belonging to an ethnic minority who is recommended by their AI-informed doctor to follow a therapy that was proven very effective according to the statistics calculated by the machine. Having the possibility to access the demographic information contained in the database the machine used to issue its recommendation, as well as to gain some general knowledge of algorithmic bias and its risks, seems in this case necessary in order for the good health capability to be granted to that patient. Indeed, the AI-transformed capability for good health requires that a patient is put in a position to either choose to trust and follow the machine's recommendations or refrain from consulting the machine altogether. As for the bike case, these two alternative options are granted only if the patient is put in a position to gain practical and intellectual access to the machine and its processes. The possibility to gain knowledge (both theoretical and practical) must be there regardless, to guarantee that the patient makes an informed, free, and autonomous decision even when opting out."
17966235,21/35,1.0,0.6,"Efficient and intelligent network control are based on accurate and comprehensive network state information obtained by efficient measurement mechanisms. There already exist some work on the measurement of network state information. Ning et al. [130] considered the process of neighbor discovery in 60 GHz indoor wireless networks, and examine direct discovery and gossip-based discovery, from which the up-todate network topology or node location information can be obtained. Kim et al. [131] analyzed the directional neighbor discovery process based on the IEEE 802.15.3c standard. Park et al. [132] proposed a multi-band directional neighbor discovery scheme, where management procedures are carried out in the 2.4 GHz band with the omni-directional antennas while **data** transmissions are performed in the 60 GHz band with directional antennas, to reduce the neighbor discovery time and energy consumption. Chen et al. [   Reflection or NLOS transmission [80], [81], [82], [83], [84] PHY/MAC Relaying [34], [85], [86], [87], [89] MAC Multi-AP diversity [88] MAC multipath routing [90] Routing Fig. 8. Heterogeneous networks consisting of macrocells, microcells, WLANs, and picocells in the 60 GHz band forming training results among clients that can be established at the AP."
239039030,8/23,2.0,0.348,"The size of the uplink and downlink frames depends on the size of the input image and the number of detected objects in the image, respectively. Based on our preliminary experiments, we found that the size of the downlink frame is relatively small (i.e., M UL i M DL i ) than that of the uplink frame, indicating that the last term in (3) is negligible. In addition, d q,i can be treated as a constant based on the assumption that the object detection workloads are static and the edge server always operates at maximum performance. Therefore, the offloading delay D OFF i at the ith mobile edge device depends on the uplink **data** rates r U L i and the queueing delay d q,i incurred at the remote edge server. The queueing delay d q,i in (3) is obtained by the number of offloading requests stored in the queue of the edge server and the remaining time for the ongoing offloading service, which are unknown in advance. It implies that the queueing delay can be treated as a random variable with bounded support, that is, 0 ≤ d q,i ≤ (N OFF − 1)d OFF p , in which N OFF is the number of mobile edge devices offloading object detection workloads."
236196766,15/47,2.0,0.319,"In addition to some of the visualization panels provided by Sigils, Cauldron offers also more than 50 different Kibana visualizations, and a summary of more than 40 metrics as charts produced with JavaScript, using **data** provided by a Django API that queries directly the Elasticsearch enriched indexes produced by GrimoireLab. The main view for a project in Cauldron (see Fig. 21) includes four of these visualizations, showing the extensibility of GrimoireLab, in this case to interface to external visualization services."
245105154,7/25,8.0,0.28,"The last two algorithms considered in this paper are presented by Cuomo et al. [7]. In their quest to find a way to improve the ADR, Cuomo et al. [7] exposed that in some cases, forcing an end device to use a lower **data** rate can reduce collisions in a LoRa net-work. Accordingly, they proposed two implementations of the ADR. The simpler of the two, EXPLoRa-SF, was built to reduce network collisions by segregating end devices into channels based on their distance from the gateway. The second approach, EXPLoRa-AT, was built on the functionalities of EXPLoRa-SF and included an intelligence mechanism to equalize airtimes for all traffic in different transmission channels and to enforce channel usage fairness. Both algorithms were implemented and tested using LoRaSim and compared against the native ADR algorithm in terms of throughput and **data** extraction rate. The simulation environment was a network operating in the European ISM band consisting of 500 to 2000 end devices each transmitting a 160-byte packet every 5 to 3600 s. The overall results showed superior performances of both algorithms over the native ADR."
3640435,13/47,1.0,0.277,"A common criticism of neural networks is that they are hard to engineer, hence this section attempts to provide insights on how good MLP architectures may be designed for our problem, as well as intuition regarding the amount of training **data** necessary to achieve good performance. We used matrix multiplication for our analysis, but the same qualitative behavior was observed in convolutions. Table 2 shows the cross-validation MSE of several MLP architectures, as measured on a fixed set of 10, 000 data-points separate from the 200, 000 samples used for training. Unsurprisingly, deeper networks seem to perform much better than shallower one (given a fixed amount of parameters). The accuracy of the network can be adjusted by adding (moderately wider) layers, at the cost of longer training and higher runtime latency. We emphasize the importance of the logarithmic feature transformation exposed in the previous subsection, without which our system would converge to much worse solutions -if at all.  Figure 5 shows the evolution of our most accurate MLP's accuracy as the amount of training **data** available grows. As expected, collecting more **data** does not seem to provide much benefits beyond a certain point (150,000 samples for GEMM, or ∼ 6 hours of **data** collection).  "
249258070,61/119,1.0,0.513,"The current inquiry adds to the body of knowledge in this area by exploring potential changes to both reactive and proactive officer activities brought on by the pandemic using CFS **data** from Houston, Texas collected from January 1, 2018 through December 31, 2020. This study is informed by routine activity theory and perspectives on proactive policing. Trends are examined for seven different call types: violent crime, property offenses, disorder incidents, suspicious incidents, traffic-related activities, service-related activities, and non-crime events. In doing so, observed trends can be compared to the other large jurisdictions to further our understanding of how the pandemic has impacted demands for police services (e.g., Ashby, 2020). We also examine trends in officer proactivity through officer-initiated activities identified in the CFS **data** performed by three units: patrol, specialized crime investigation units, and the department's specialized response unit. This provides a unique look into how COVID-19 may have influenced officer-initiated activities."
247084475,2/17,1.0,0.118,"To overcome the Mean Teacher based CRNN model limitations, we propose the Couple Learning method to provide more useful information during model training. Specifically, the commonly used PLG model extracts information from raw **data** by generating pseudo-labels, but it introduces noise that negatively impacts the training process. Moreover, the Mean Teacher method involves only the noise suppression mechanism. However, a consistency cost can reduce the noise impact in the pseudo-labels due to detection errors by maintaining an exponential moving average of the label predictions on each training example and penalizing predictions inconsistent with this target. Therefore, the contribution of the proposed Couple Learning method is utilizing the information in the compound **data** more effectively. From this perspective, we couple the Mean Teacher method and the PLG model."
233705419,7/53,1.0,0.132,"Frequently, **data** that can be measured in principle cannot be captured for design reasons. In a thermo-chemical process, it is often not possible to directly measure and record all of the parameters relevant for control and monitoring. These parameters include local high temperatures and pressures, or concentrations of unstable intermediate products."
236196766,13/47,14.0,0.277,"In all the cases when Kibana is used for interactively visualizing **data** (see Fig. 15), Sigils provides a set of ready-to-use visualizations and dashboards. See examples of a summary dashboard provided by Sigils in Figs. 18 and 19. The use of Arthur is optional: users can write their own schedulers, if they prefer."
52141668,5/16,1.0,0.312,"As the attempt of automatically detecting deception in people, we try to explore deception cues within the choices of words when lying to others. In this experiment, we use Linguistic Inquiry and Word Count (LIWC) (Pennebaker et al., 2007) and Whissell's Dictionary of Affect in Language (DAL) (Whissell, 2009) in order to determine the psychological scores for each sentence. Using LIWC, we extract 72 features which comprise of word class scores and also scores for non-word elements of the sentence such as punctuations and parenthesis. From IDC, we use 9:1 of all **data** as learning **data** and the rest of them as testing data. For the learning experiment, we use 8:1 of all learning **data** as training **data** and developing **data** as can be seen in Figure 1. We use three classifiers, Random Forest, linear Support Vector Machine (SVM), and Neural Networks."
134689280,14/20,1.0,0.7,"The inhabitant's perspective stands in contrast to the 'god's view' (Morton et al. 2014) or the god trick (Aitken and Craine 2006;Wood 1992;Monmonier 1996) of mapping from an impossibly high or distanced viewpoint and visualising and analysing **data** from a totalising perspective. Maps excel at giving **data** overviews and I do not argue against this. What I propose is that we should 'people the past' (or any material evidence) using a variety of dynamic spatial methods (see Morton et al. 2014) and create static **data** renderings which allow us ways towards understanding spatial situations from an inhabitant's perspective. It is not an argument for exact replication of experience, as indeed, in contemporary lives, we can never attain a complete replication of even our direct neighbour's perspective. Understanding the other and their time-space specific and social position and situation is inevitably always based on part projected fabrication; such is the artificiality of analysis."
236196766,7/47,2.0,0.149,"Manuscripts is a tool that queries enriched indexes, providing analytics results such as summary tables, built from templates. Tables are produced in CSV format, thus they can be imported into spreadsheets or other programs. It can also produce reports as PDF documents, including a part of the information in those tables, with some textual explanations. Manuscripts therefore produces a certain kind of report for a set of repositories, but can also be used as a template to produce customized reports. For assisting in the creation and presentation of interactive visualizations, GrimoireLab provides three components: Sigils, a set of predefined widgets (visualizations and charts); Kidash, which loads Sigils widgets to Kibiter, and Kibiter, a soft-fork of Kibana 4 ) which provides web-based actionable dashboards (users can interact with the **data** shown, by filtering, bucketing, drilling down, etc.)."
245986448,22/45,1.0,0.489,"We have demonstrated the development of a method to obtain quantitative density **data** from pre-existing Schlieren images through the use of Gaussian processes. The central novelty with this method lies in the fact that it does not require any pre-calibration or special set-up as required by existing methods discussed in Section I B, and is widely applicable-even if only one knife-edge orientation is available. Our workflow is not intended to upend or subvert the modern practicalities of BOS, but rather complement it, by enabling scientists to be able to retrospectively reconstruct density fields from the plethora of schlieren images that exist in literature."
246165803,25/45,3.0,0.556,"Geospatial visualization was carried out to compare and choose a better model for classifying anomalies on the city's streets. The main reason why KNN was a better fit was that it did not require **data** scaling for its inputs. Thus, the KNN accurately handled a street with deep potholes, speed bumps without any paint or signaling, and a generally more chaotic avenue that generated bigger sensor signals."
249258070,8/119,1.0,0.067,"Despite the mounting research related to COVID-19 and police activities, there remain several gaps in the current body of literature. First, there is a lack of focus on proactivity and self-initiated activities-a salient aspect of policing. Second, several studies on CFS changes were published shortly after the emergence of COVID-19 and were unable to account for long-term trends and potential impacts outside of a few weeks or months. Lastly, results across studies suggest substantial variation in the effect of COVID-19 on police activities. Studies have noted differences in either perceived changes across departments (Maskály et al., 2021) or CFS trends across various cities and/or call types (Ashby, 2020;Dai et al., 2021;Mohler et al., 2020;. In reflecting on his own research findings, Ashby (2020) noted, ""[o]ne important finding from this study is that there is unlikely to be a single universal experience of coronavirus among police departments: different agencies may experience different changes. This means that the availability of **data** from multiple agencies will be crucial in developing our understanding of reactive patrol policing during a major public health emergency"" (p. 1070). Overall, there remains a need for additional research to better understand the impact of COVID-19 on police activities (see also Lum, Maupin, & Stoltz, 2020a)."
52064012,15/16,2.0,0.938,"At the project level, an initiative seeking to better integrate these different designations and provide essential new knowledge of North Atlantic ecosystems through **data** gathering and synthesis is the EU ATLAS Horizon 2020 project (www.eu-atlas.org). The project aims to propose a marine spatial planning framework for sustainable blue growth and conservation in the deep North Atlantic, scenario testing, using 12 trans-Atlantic case studies, five of which are in ABNJ. It will provide 'scaled-up' information including basin-scale oceanography (flux, trajectories and thresholds); models predicting changes to ecosystem functioning; biodiversity hotspots and marine genetics. Case studies will then 'scale down' this information for regional management. The intention is to integrate EBSAs, MPAs and VMEs. If appropriate, proposals for APEIs and PSSAs will be included."
