corpusid,section,subsection,section_pos_in_pct,text
249258070,91/119,2.0,0.765,"Collectively, there were ten categories of police reactive and proactive activities coded from the data, and these categories make up the dependent variables for the current study. Police reactivity to CFS were coded into seven different categories using an approach consistent with previous research utilizing CFS **data** (see Wu & Lum, 2017). Violent crimes included CFS involving reported shootings, robbery, and several types of assaults. Property offenses was a category comprised of burglary, theft, and forgery type offenses. Disorder incidents consisted of an array of disturbances, including general, family, and noise CFS. Suspicious incidents included calls where an alarm was sounded (e.g., vehicle alarm set off) and reports involving a suspicious person or vehicle. The trafficrelated activities category comprised CFS for traffic accidents, driving while intoxicated (DWI), and other traffic-related issues (i.e., road rage). Service-related activities included calls to assist first-responders, including other officers, fire fighters, or emergency medical services. Lastly, the non-crime events category consisted primarily of assisting specialized units with transporting individuals and responding to silent 911 calls."
202178736,6/16,1.0,0.375,"The rigid rough square footing of size 100 X 100 mm was placed at the middle of the surface of the unsaturated sample. The footing was fixed at the chosen angle with the loading piston. The displacement transducer was connected with the piston for the measurement of the displacement [R-Displacement {Fig. 5(a)}] during loading. Two external, vertical and horizontal displacement transducer were also placed precisely at the middle of the footing. These transducers were placed perfectly in vertical and horizontal plane at the center of the footing as shown in Fig. 5(a). The footing settlements were measured with a resolution equal to 0.001 mm and the accuracy of the applied load [R-Force] was equal to 0.05 %. A National Instrument (NI) **data** logging system was used to collect all the experimental data. The noisy signal received from load and displacement transducers of the device was filtered using third order Zero-Phase Low Pass Butterworth filter in MATLAB. To obtain a smooth signal after filtering, the unwanted transients were eliminated by using Median Filtering technique available in MATLAB. The loading piston was connected with the footing at an angle of 15 degrees with vertical Fig. 5(a). This provides an angular loading to the footing of 15 degrees to impose a coupled cyclic excitation. A force controlled coupled harmonic excitation from Equation 1 is imposed to the footing at a constant amplitude of 0.25kN, with the frequency of 0.1Hz with respective static load as shown in Fig. 5(b).
[ ] ( ) t A F Force R st cyclic ω cos * + = −(1)
Where, Fst = Static Load A = Amplitude = 0.25kN ω = Angular Frequency = 2*π*f f = frequency = 0.1Hz t = Total time of loading = 0 to 5 x 10 5 sec for 50000 cycles."
207778550,34/48,1.0,0.708,"Maximum likelihood estimation is an established method in statistics that is used to infer unknown parameters of a probability distribution from data. Assume a probability distribution L(D | θ) that gives the likelihood for the realization of any potential measurement D under a specific choice of values for the distribution parameters θ. In maximum likelihood estimation, the values of θ are chosen to maximize the likelihood for the actually observed **data** D obs . This estimation technique is general and not bound to a specific choice of probability distribution."
53380409,111/119,1.0,0.933,"A combination of results from searches for heavy resonance production in various bosonic and leptonic final states is presented. The **data** were collected with the ATLAS detector at the LHC in pp collisions at ffiffi ffi s p ¼ 13 TeV and correspond to an integrated luminosity of 36.1 fb −1 . While previous combination efforts included only the decays of heavy resonances into VV and VH, the combination presented here also includes decays into lepton-antilepton final states. Compared to the individual analyses, the combined results strengthen the constraints on physics beyond the Standard Model and allow the constraints to be expressed in terms of the couplings to quarks, leptons, or bosons. The relative sensitivities of the different approaches are compared, including bosonic and leptonic final states or different production mechanisms such as quark-antiquark annihilation/gluon-gluon fusion vs vectorboson fusion."
17837291,30/52,1.0,0.577,"The linear sigma model is
W d = N d (P(n)) = N d 1 ,1 × N d 2 ,2 × N d 3 ,2 . The equivariant
Euler class, after taking nonequivariant limit with respect to the T action, is given by Once we have the hypergeometric series, the corresponding Picard-Fuchs equation can be easily written down as given in [27]. Here we denote by O i (l) the pullback of O(l) from the ith factor of X = P 1 × P 1 . Our bundle V has rk V + − rk V − = n − 3 = −1. Thus we can apply our formula (8.4) with
e G (X 0 /W d ) = d 1 m=1 (H 1 − mα) 2 d 2 m=1 (H 2 − mα) 3 d 3 m=1 (H 3 − mα) 3 .
x = 0. We put Ω = 1 H 1 H 2 . The Euler **data** P in eqn. (8.4) that compute the K d is now given by:
P d = 2d 1 −1 k=1 (−2κ 1 + kα) × 2d 2 −1 k=1 (−2κ 2 + kα).
The corresponding equivariant Euler class, after taking the nonequivariant limit with respext to the T -action is
e G (X 0 /W d ) = d 1 m=1 (H 1 − mα) 2 d 2 m=1 (H 2 − mα) 2 .
Again one can immediately write down the hypergeometric series as well as the corresponding Picard-Fuchs equation by using our mirror principle."
118072666,4/13,2.0,0.308,"We next subtract the combinatorial background to extract the number of φ mesons. This background is estimated by fitting the mass distribution in sideband regions well away from both the signal and the KK threshold. The ranges 0.989 < m KK < 1.002 GeV/c 2 and 1.04 < m KK < 1.1 GeV/c 2 were chosen and the function
(m KK − 2m K ) a · (b + c · m KK + d · m 2
KK + e · m 3 KK ) was used. This function provides a good description of the phase space in the vicinity of a threshold; a fit to the combinatoric m KK spectrum (removing true φ mesons) in Monte Carlo gives χ 2 = 104 for 95 degrees of freedom. Figure 1 shows the m KK distributions of the onresonance and luminosity-scaled off-resonance **data** samples for all φ momentum bins combined; the fitted combinatorial background shapes are overlaid. The on-(off-) resonance fit has χ 2 = 86 (75) for 61 degrees of freedom. With estimates of the combinatorial background shape, the signal is extracted by subtracting the background. The resulting signals are shown in the lower part of Figure 1. In the on-resonance sample, we observe (2.349±0.007)×10 5 φ candidates, and the corresponding number in the off-resonance sample is (1.95 ± 0.02) × 10 4 . These plots and numbers are representative only; they are not used in the signal extraction."
54041858,8/45,2.0,0.178,"From the determination of first peak times of arrival, the location was determined from:
Location = (x/2)(∆t/∆t x )(1)
where x is the length between the outer sensors (25 mm). The location of each event after 130,000 s is plotted in Figure 7a versus the time of the test where the value 0 is the center of the gage section. Each **data** point represents a single event and the width of the **data** point is proportioned to the average AE energy of the given event. There are scattered and infrequent peak events for the over 70,000 s (~20 h) leading up to the heightened period of AE activity just prior to failure. The events at the end of the test are so dense that the period after 200,000 s (box in Figure 7a) are plotted in Figure 7b,c for the valley and peak events, respectively. Most of the peak and all of the valley events are concentrated in the 0 to +1.5 mm location from the center of the gage, which is where failure took place. Whatever occurred just prior to failure would not correspond to distributed matrix cracking along the gage length. Therefore, one would expect to observe localized damage near the fracture surface within an approximate 2 mm length or less of the composite, as shown below."
251913584,8/31,1.0,0.258,"The main limitation of logistic regression is that it can only be used to predict discrete functions. Thus, the dependent variable of Logistic Regression is restricted to the discrete set. This restriction is prohibitive to predicting continuous **data** (Al Shamali, 2015)."
53380409,62/119,1.0,0.521,"The search channels included here provide access to several coupling strengths of heavy resonances to SM particles as described by Eq. (1) in the context of the HVT model. Specifically, the **data** constrain the coupling strength to both the quarks and bosons in the VV and VH channels, whereas constraints are placed on both the quark and lepton couplings in the leptonic channels. These constraints are shown in Figs. 9-11, where the first and second include a shaded area denoting a region where the limits are not valid because resonances would have a width greater than 5% of their mass. This is a region where the resonance width would exceed the discriminating variable's resolution in the search, and the assumed narrow-width approximation breaks down. Figures 10 and 11 include constraints on heavy resonances with masses of 3, 4, and 5 TeV from precision electroweak (EW) measurements [66], which already exclude this aforementioned region for the relevant contours shown. The EW constraints are only overlaid on the final plots for each part of the combination."
19033986,22/28,1.0,0.786,"Fig.
Fig. 5 shows the χ 2 as function of the DM mass for various DM annihilation (left) or DM decay (right) modes. We find that, independently of the non-observation of an excess in thē p PAMELA data, only some leptonic modes can reproduce all data. Here HESS observations play a key role demanding that the e ± excess terminates in a sharper way than what typical of non-leptonic channels, irrespectively of the DM density profile. DM heavier than 10 TeV that annihilates or decays into light quarks still provides a reasonable fit to PAMELA and FERMI data, if fitted conservatively. However it is disfavored by the HESS e + + e − data, and presumably the photon **data** as well ( in the annihilating case). The only spectral feature that can allow one to discriminate the various modes lies at the high end of the spectrum between 1 and 3 TeV, where we only have the electron HESS **data** which is less precise than the FERMI data. The leptonic channels can be ordered according to the sharpness of their end-point:
"
2423505,11/23,1.0,0.478,"Bayesian Priors
x 2 ) = 1 ni T t =1 Pr(i | xt )x 2 t .(10)
This is the same as the expectation step in the EM algorithm. Finally, these new sufficient statistics from the training **data** are used to update the old UBM sufficient statistics for mixture i to create the adapted parameters for mixture i (Fig. 3b) with the equations:
wi = α w i ni /T + (1 − α w i )wi γ (11) µi = α m i Ei(x) + (1 − α m i )µi (12) σ 2 i = α v i Ei(x 2 ) + (1 − α v i )(σ 2 i + µ 2 i ) −μ 2 i .(13)
The adaptation coefficients controlling the balance between old and new estimates are {α w i , α m i , α v i } for the weights, means and variances, respectively. The scale factor, γ , is computed over all adapted mixture weights to ensure they sum to unity. Note that the sufficient statistics, not the derived parameters, such as the variance, are being adapted."
119313773,3/21,1.0,0.143,"The detectability of breakdown of linear response is linked to the amount of available data. As N → ∞, a breakdown will always become detectable at any specified significance level α. Conversely, if the mismatch Eq between the true response of the dynamical system and the linear response is too small and there is an insufficient amount of **data** available, the actual response will be swamped by the sampling noise, and one will not be able to detect the breakdown of linear response with a reasonable significance level."
119479526,16/29,1.0,0.552,"In this Section, we demonstrate the approach described in Sec. 2.4 to rescale the errors of datasets and accommodate systematic errors. We use three synthetic **data** sets of 10 points each. We generate Set A via Eq. (14) and assign error bars equal to the standard deviation of the ε standard error parameter (equal to 0.05). In this example we will assume that the errors for Set A are accurate. The points in Set B follow the same trend, but with a 0.2 standard error (4 times larger than for Set A). The reported errors in Set B underestimate the standard error by a factor of 4. We generate Set C with an intercept 0.5 less than the true value and a 0.05 standard error (also reported as 0.05). We then perform the analysis with and without the use of hyperparameters. In the method without hyperparameters, we directly use the reported standard errors in the Likelihood definition (we do not need to employ a parameter for the **data** variance as in Eq."
24865762,1/34,4.0,0.029,"In Sect. VII, we introduce the class of MSMs tailored on stochastic Stuart-Landau oscillators, aimed at the modeling of the aforementioned reduction coordinates corresponding here to the projection of the dataset onto the DAH modes; see Sectns. VII A and VII B. These elemental models-the multilayer Stuart-Landau models (MSLMs)-are stacked per frequency, only coupled at different frequencies by the same noise realization; see Sect. VII C. In Sect. VIII, we finally show the flexibility of the DAH-MSLM modeling approach, by its ability to provide skilled stochastic inverse models for **data** issued either from the nonlinear chaotic Lorenz 96 model, or a stochastic heat equation driven by a space-time white noise. Concluding remarks discuss then in Sect. IX directions for future research."
