,corpusid,section,subsection,text,wc,_id,externalids,url,title,authors,venue,publicationvenueid,year,referencecount,citationcount,influentialcitationcount,isopenaccess,s2fieldsofstudy,publicationtypes,publicationdate,journal,updated,field,x,y,labels,corpusid_unique,section_pos_in_pct,x_centered,y_centered
2659,10877751,6/17,1.0,"For semi-quantitative polymerase chain reaction (PCR), half a microliter of the first strand cDNA products were used for each gene amplification. PCR conditions were as follows: denaturation at 94°C for 30 s, annealing at 60°C for 30 s, and an extension step at 72°C for 1 min. Linearity between the amount of input RNA and the final PCR products was verified. The transcriptional level of b-actin was used as an internal control. Specific primers (Supplementary Table S1) were designed according to gene sequences of MALDI-TOF-MS-identified proteins and the local transcriptomic database of sweet potato. The realtime PCR was performed by the IQ5 real-time PCR system (BIO-RAD, California, USA) in a total volume of 20 lL containing 100 ng of cDNA template, 19 SYBR Ò Premix Ex Taq TM II (Perfect Real Time, TaKaRa), and a 400 nM concentration of each primer. Serial dilutions of each cDNA were used to generate a quantitative PCR standard curve to calculate the corresponding PCR efficiencies. After initial denaturation at 95°C for 30 s, the amplification was carried out through 40 cycles, each consisting of denaturation at 95°C for 5 s, primer annealing at 60°C for 30 s, and DNA extension at 72°C for 30 s. Melting curves were obtained, and quantitative analysis of the **data** was performed using the BIO-RAD IQ5 standard edition optical System software (version 2.1) in a normalized expression (ddCt) model. Transcriptional levels of Ib-RCAs and Ib-RCAl were normalized to b-actin gene. Specific primers of Ib-RCAs, Ib-RCAl and b-actin for real-time PCR were list in Supplementary Table S1. Results were obtained from three biological replicates.",264,63e535762b2577cbfa608edd,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '2077843453', 'CorpusId': '10877751', 'PubMed': '24065541', 'DOI': '10.1007/s11033-013-2744-7', 'PubMedCentral': '3824211'}",https://www.semanticscholar.org/paper/1658a05e1cb2001d9715142f0afbfeda5d04f588,Characterization and expression of Rubisco activase genes in Ipomoea batatas,"[{'authorId': '6109203', 'name': 'Yusong Jiang'}, {'authorId': '2110206825', 'name': 'Jianxi Wang'}, {'authorId': '46880437', 'name': 'X. Tao'}, {'authorId': '2108132856', 'name': 'Yi-Zheng Zhang'}]",Molecular Biology Reports,906c9928-c8e5-4d4c-9d82-d7904db0adff,2013.0,47,6,0,True,"[{'category': 'Biology', 'source': 's2-fos-model'}, {'category': 'Biology', 'source': 'external'}, {'category': 'Medicine', 'source': 'external'}]",['JournalArticle'],2013-09-25,"{'name': 'Molecular Biology Reports', 'pages': '6309 - 6321', 'volume': '40'}",2022-12-19T16:17:23.706Z,Biology,12.905256,12.760159,26,10877751_6/17_1,0.353,1.2075573470782146,4.150332578024273
2660,29602952,3/19,1.0,"Suppose there are n families selected through ascertainment sampling. Letting the k th ascertained family have s k siblings, we assume that there are r k affected and ak ascertained. In Crow's **data** s k vary from 1 to 10. The simplest ascertainment model specifies that   k = 1, . . . , n. This is the basic ignorable selection model. The a k are really covariates, and this leads to improved precision. Thus, the joint probability mass function of (a k , r k ) is
( , | , ) (1 ) (1 ) , k k k k k k k k r s r a r a k k k k s r p a r p p p r a π π π − −     = − −        (1)
a k = 0,...,r k , r k = 0,...,s k , k= 1,...,n. Note that (1) provides the likelihood for any family without conditioning on whether it is ascertained or not.",177,63e55c02854735968b3a8403,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '2125216901', 'CorpusId': '29602952', 'PubMed': None, 'DOI': '10.4172/2155-6180.1000112', 'PubMedCentral': None}",https://www.semanticscholar.org/paper/3563aad2f802d8ba798240be7e50c2ef0d4fab88,Bayesian Corrections of a Selection Bias in Genetics,"[{'authorId': '2382576', 'name': 'B. Nandram'}, {'authorId': '2171679595', 'name': 'Hongyang Xu'}]",,,2011.0,29,3,0,True,"[{'category': 'Mathematics', 'source': 's2-fos-model'}, {'category': 'Computer Science', 'source': 'external'}]",['Review'],2011-03-10,"{'name': 'Journal of biometrics & biostatistics', 'pages': None, 'volume': '2011'}",2022-08-20T13:40:58.744Z,Mathematics,10.976696,5.7494173,29,29602952_3/19_1,0.158,-0.7210026529217846,-2.860409121975727
2662,53478339,16/24,2.0,"The strength of the relationship observed between the modern microatoll δ 18 O sw and the SODA salinity dataset is similar to previous values obtained from studies using Porites corals in the tropical Pacific. Cahyarini et al. (2008) found a correlation of r = 0.33 between reconstructed SSS and SODA salinity **data** at Tahiti, and r = 0.5 from Timor, while Kilbourne et al. (2004) examined the relationship between δ 18 O sw and monthly gridded ship-ofopportunity salinity **data** at Vanuatu over a 16-year period and found a correlation of r = 0.47.",93,63e540843d001ba24705fe65,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '2097348050', 'CorpusId': '53478339', 'PubMed': None, 'DOI': '10.1177/0959683614534739', 'PubMedCentral': None}",https://www.semanticscholar.org/paper/384f94ea339e45247083630920f424898f8ce16c,Mid-Holocene sea surface conditions and riverine influence on the inshore Great Barrier Reef,"[{'authorId': '40557169', 'name': 'R. Roche'}, {'authorId': '144663960', 'name': 'C. Perry'}, {'authorId': '39503290', 'name': 'S. Smithers'}, {'authorId': '34770518', 'name': 'M. Leng'}, {'authorId': '8588654', 'name': 'C. Grove'}, {'authorId': '144637427', 'name': 'H. Sloane'}, {'authorId': '47030733', 'name': 'Catherine Unsworth'}]",,,2014.0,75,17,2,True,"[{'category': 'Environmental Science', 'source': 's2-fos-model'}, {'category': 'Geography', 'source': 's2-fos-model'}, {'category': 'Geology', 'source': 'external'}]",['JournalArticle'],2014-06-05,"{'name': 'The Holocene', 'pages': '885 - 897', 'volume': '24'}",2022-12-20T04:46:17.636Z,Environmental Science,10.561561,8.629704,9,53478339_16/24_2,0.667,-1.1361376529217857,0.019877578024273035
2666,118912762,1/9,1.0,"The Standard Model (SM) of the electroweak interactions has achieved a tremendous success in describing the experimental **data** within the range of energies available today, however too many questions are still left unanswered, and it is generally believed that the present theory cannot be the whole story. Several models which go beyond the SM and which do address some of these remaining questions predict the existence of new particles. In particular, in models based on gauge groups larger than the SM group G SM = SU (2) L × U (1) Y × SU (3) C the new gauge interactions require the presence of new fermions to insure anomaly cancellation.",110,63e55263ebb3770f72997550,"{'ACL': None, 'DBLP': None, 'ArXiv': 'hep-ph/9307267', 'MAG': '1890553109', 'CorpusId': '118912762', 'PubMed': None, 'DOI': None, 'PubMedCentral': None}",https://www.semanticscholar.org/paper/99826e2f881827d651021acf6e27c15383bf5099,Review of constraints on fermion mixing,"[{'authorId': '14967121', 'name': 'E. Nardi'}]",,,1993.0,3,0,0,False,"[{'category': 'Physics', 'source': 's2-fos-model'}, {'category': 'Physics', 'source': 'external'}]",['Review'],1993-07-14,"{'name': 'arXiv: High Energy Physics - Phenomenology', 'pages': None, 'volume': ''}",2022-09-15T10:30:14.512Z,Physics,7.362222,7.4807363,-1,118912762_1/9_1,0.111,-4.335476652921785,-1.129090121975727
2670,210609897,10/13,1.0,"Figure 1 .
1Potentially interesting derivatives of furfural Based from the **data** obtained from the Directorate General of Plantation, Ministry of Agriculture Republic of Indonesia (MoA-RI), it is shown that the areas of oil palm plantation in Indonesia in 2013 reached up to 10.010.835 ha, and were predicted to increase in 2020, up to 20 million ha. According to the estimated yearly increase of palm oil production **data** from MoA-RI (2013), the production of palm oil or crude palm oil in Indonesia in 2013 reached up to 27.75 ton per year. In 2017, the total plantation area reached 12.307.677 ha and produced up to 35.359.384 ton of Crude Palm Oil (CPO)
",110,63e552d0ebb3770f72a78f3c,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '2983171297', 'CorpusId': '210609897', 'PubMed': None, 'DOI': '10.1088/1742-6596/1363/1/012096', 'PubMedCentral': None}",https://www.semanticscholar.org/paper/ad8e543f7f2614f087ed059884642e79ba545e71,The Empty Palm Oil Fruit Bunch as the Potential Source of Biomass in Furfural Production in Indonesia: Preliminary Process Design and Environmental Perspective,"[{'authorId': '107590633', 'name': 'K. I. Majesty'}, {'authorId': '102149912', 'name': 'H. Herdiansyah'}]",Journal of Physics: Conference Series,,2019.0,25,2,0,False,"[{'category': 'Agricultural And Food Sciences', 'source': 's2-fos-model'}, {'category': 'Physics', 'source': 'external'}, {'category': 'Environmental Science', 'source': 'external'}]",['Conference'],2019-11-01,"{'name': 'Journal of Physics: Conference Series', 'pages': None, 'volume': '1363'}",2023-01-23T04:16:26.465Z,Agricultural And Food Sciences,12.746124,11.037677,-1,210609897_10/13_1,0.769,1.048425347078215,2.427850578024273
2672,17170286,13/13,1.0,"Fig 5 .
5The time course of the responses for the two grammars in the left fronto-temporal ROI (channels 1,3,8) vs. the right fronto-temporal ROI (channels14,17,22). The y-axis shows the average oxyHb concentration in mmol x mm. ABC is plotted in light-grey; ABB in black. (A) Linear regression lines of the oxyHb concentrations fitted on the **data** points provided by the 12 consecutive blocks for the two grammars, plotted on the x-axis. (B) The bars indicate the average oxyHb concentration for the first (""initial blocks"") and the last three blocks (""final blocks"").doi:10.1371/journal.pone.0140160.g005 Repetition Effects in the Newborn Brain PLOS ONE | DOI:10.1371/journal.pone.0140160 October 20, 2015
",104,63e521dc31b0fa76e5e66ddf,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '2096194024', 'CorpusId': '17170286', 'PubMed': '26485434', 'DOI': '10.1371/journal.pone.0140160', 'PubMedCentral': '4618998'}",https://www.semanticscholar.org/paper/1eacd3e8cfbdbec1e45a22c6b3e8788a95aa99d8,Hemispheric Asymmetries in Repetition Enhancement and Suppression Effects in the Newborn Brain,"[{'authorId': '3109127', 'name': 'Camillia Bouchon'}, {'authorId': '2800914', 'name': 'T. Nazzi'}, {'authorId': '13852853', 'name': 'J. Gervain'}]",PLoS ONE,0aed7a40-85f3-4c66-9e1b-c1556c57001b,2015.0,70,25,2,True,"[{'category': 'Psychology', 'source': 's2-fos-model'}, {'category': 'Biology', 'source': 's2-fos-model'}, {'category': 'Biology', 'source': 'external'}, {'category': 'Medicine', 'source': 'external'}]",['JournalArticle'],2015-10-20,"{'name': 'PLoS ONE', 'pages': None, 'volume': '10'}",2022-12-15T02:57:09.647Z,Psychology,9.780082,7.9785357,-1,17170286_13/13_1,1.0,-1.9176166529217848,-0.6312907219757271
2674,237305738,13/19,2.0,"Genome-scale metabolic modelling also holds great promise to study plant-pathogen interactions. This computational systems biology perspective implies structural and comparative genomics, transcriptomics, and protein-protein interactions [167]. The calculation of metabolite coefficients for genome-scale metabolic flux predictions requires highresolution metabolome **data** (easily provided by today's Orbitrap and Q-TOF technologies) and high-resolution temporal sampling, as emphasized by a typical experimental design of phytopathological metabolomics (Figure 1). In this context, genome-scale metabolic models of potato and tomato leaves and Phytophthora have simulated the metabolic fluxes during infection [121,168]. Interesting molecular aspects, involving photosynthesis suppression by the pathogen, were demonstrated, as well as the uptake of nutrients by Phytophthora following the infection cycle phases. It should be noted that stage-specific profiles of the joint metabolism of the host and pathogen could be refined by integrating high-resolution **data** from the tomato infection metabolome [121].",139,63e510d337ff20fc750aa48c,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': None, 'CorpusId': '237305738', 'PubMed': '34436499', 'DOI': '10.3390/metabo11080558', 'PubMedCentral': '8398504'}",https://www.semanticscholar.org/paper/2c5c7c5e2410d4c1db91e46e5106d72b1b35a50f,Unravelling Plant Responses to Stress—The Importance of Targeted and Untargeted Metabolomics,"[{'authorId': '11425569', 'name': 'J. W. Allwood'}, {'authorId': '46320594', 'name': 'Alex Williams'}, {'authorId': '2011169080', 'name': 'Henriette Uthe'}, {'authorId': '3211540', 'name': 'N. V. van Dam'}, {'authorId': '1397808473', 'name': 'L. Mur'}, {'authorId': '145730771', 'name': 'M. Grant'}, {'authorId': '4488020', 'name': 'Pierre Pétriacq'}]",Metabolites,2c60bff9-794b-484c-83ab-9212eff9fc5a,2021.0,174,2,0,False,"[{'category': 'Biology', 'source': 's2-fos-model'}, {'category': 'Medicine', 'source': 'external'}]","['Review', 'JournalArticle']",2021-08-01,"{'name': 'Metabolites', 'pages': None, 'volume': '11'}",2023-01-27T03:36:06.639Z,Biology,10.9872265,11.354664,-1,237305738_13/19_2,0.684,-0.7104721529217848,2.7448375780242724
2678,248366486,1/24,1.0,"To address all these points we have organized the paper as follows. Section II recalls basic details on simulation procedures for the discrete model, Eq. (1), and provides the definitions of the quantities that will be measured. Our numerical results are reported and discussed in Sec. III, which is finally followed by a summary and our conclusions in Sec. IV. Details on the parameter values considered in our simulations, our statistical **data** analysis, and some of our numerical results on exponents values are provided in an appendix.",87,63e551cc5728175ba35bf605,"{'ACL': None, 'DBLP': None, 'ArXiv': '2204.10761', 'MAG': None, 'CorpusId': '248366486', 'PubMed': '35706198', 'DOI': '10.1103/PhysRevE.105.054801', 'PubMedCentral': None}",https://www.semanticscholar.org/paper/2b1e62ffc56c1564f92dc173467d1f318031959f,Spreading fronts of wetting liquid droplets: Microscopic simulations and universal fluctuations.,"[{'authorId': '88881676', 'name': 'J. M. Marcos'}, {'authorId': '1404886373', 'name': 'P. Rodriguez-Lopez'}, {'authorId': '46271288', 'name': 'J. Meléndez'}, {'authorId': '6683241', 'name': 'R. Cuerno'}, {'authorId': '1388376109', 'name': 'J. Ruiz-Lorenzo'}]",Physical Review E,19842b7b-a4d1-4f9a-9714-87d878cf6e73,2022.0,42,2,0,False,"[{'category': 'Physics', 'source': 's2-fos-model'}, {'category': 'Medicine', 'source': 'external'}, {'category': 'Physics', 'source': 'external'}]",['JournalArticle'],2022-04-22,"{'name': 'Physical review. E', 'pages': '\n          054801\n        ', 'volume': '105 5-1'}",2022-12-15T01:28:24.378Z,Physics,11.412742,4.371357,25,248366486_1/24_1,0.042,-0.2849566529217853,-4.2384694219757275
2680,3110819,2/4,1.0,"Our **data** were compared with 1550 horse D-loop sequences available from GenBank (www.ncbi.nlm.nih.gov). Breeds represented by fewer than 10 individuals were not included in analyses. Together, the **data** represented 30 major Thoroughbred maternal lineages ( [10]; 296 Thoroughbreds), 201 Oriental horses (Arab, Akhal-Teke, Barb and Caspian) and 255 British Native and Irish horses (Connemara, Exmoor, Fell, Irish Draught, Kerry Bog and Shire) and horse breeds from across Eurasia (table 1; for details of breed and sample number see electronic supplementary material, table S1). Horses were grouped by geographical population: British Isles (n ¼ 255), Central Asia (n ¼ 38), China and the Far East (n ¼ 339), Eastern Europe (n ¼ 39), Lowlands and Central Europe (n ¼ 153), Mediterranean (n ¼ 435), Middle East and western Asia (n ¼ 201), the North and Russia (n ¼ 72), Scandinavia (n ¼ 25) and Siberia and Mongolia (n ¼ 76) (for details see electronic supplementary material, tables S2 and S3).",159,63e54ee15728175ba305632e,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '2020379776', 'CorpusId': '3110819', 'PubMed': '20926431', 'DOI': '10.1098/rsbl.2010.0800', 'PubMedCentral': '3061175'}",https://www.semanticscholar.org/paper/12bc0458c586418e977592c07eb6f92c5d0bdec3,The cosmopolitan maternal heritage of the Thoroughbred racehorse breed shows a significant contribution from British and Irish native mares,"[{'authorId': '31481188', 'name': 'M. Bower'}, {'authorId': '34949650', 'name': 'M. G. Campana'}, {'authorId': '121426011', 'name': 'M. Whitten'}, {'authorId': '48870145', 'name': 'C. Edwards'}, {'authorId': '2069647204', 'name': 'H. Jones'}, {'authorId': '104571593', 'name': 'E. Barrett'}, {'authorId': '1576310148', 'name': 'R. Cassidy'}, {'authorId': '144492654', 'name': 'R. Nisbet'}, {'authorId': '145149413', 'name': 'E. Hill'}, {'authorId': '3047637', 'name': 'C. Howe'}, {'authorId': '1977490', 'name': 'M. Binns'}]",Biology Letters,389ae55d-9651-4a29-908c-2c89d76604c4,2010.0,26,45,0,True,"[{'category': 'History', 'source': 's2-fos-model'}, {'category': 'Biology', 'source': 'external'}, {'category': 'Medicine', 'source': 'external'}]",['JournalArticle'],2010-10-06,"{'name': 'Biology Letters', 'pages': '316 - 320', 'volume': '7'}",2023-01-14T16:02:00.177Z,History,12.834461,12.174762,26,3110819_2/4_1,0.5,1.1367623470782142,3.564935578024272
2683,249258070,111/119,1.0,"This study relies on CFS **data** provided by the Houston Police Department (HPD) based on records from their Computer Aided Dispatch (CAD) system. While CFS **data** may not capture all activity an officer engages in, these **data** are one of the best resources available to understand both conventional police activities and officer proactivity (Lum, Koper, et al., 2020;Wu & Lum, 2017;Zhang and Zhao, 2021).",64,63e53ea84d1527b9f5e72563,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': None, 'CorpusId': '249258070', 'PubMed': '36247349', 'DOI': '10.1016/j.jcrimjus.2022.101943', 'PubMedCentral': '9549130'}",https://www.semanticscholar.org/paper/31b230c3c146218eac8b47b494688803c2cb1969,The impact of COVID-19 on police officer activities,"[{'authorId': '1996675099', 'name': 'Kyler R. Nielson'}, {'authorId': '2152819901', 'name': 'Yan Zhang'}, {'authorId': '4158978', 'name': 'J. Ingram'}]",Journal of criminal justice,765e8694-d3a5-4e85-a882-9c6c2356475e,2022.0,55,3,0,False,"[{'category': 'Law', 'source': 's2-fos-model'}, {'category': 'Medicine', 'source': 'external'}]",['JournalArticle'],2022-05-01,"{'name': 'Journal of Criminal Justice', 'pages': '101943 - 101943', 'volume': '82'}",2023-01-26T06:21:55.069Z,Law,16.014545,-8.821358,1,249258070_111/119_1,0.933,4.316846347078213,-17.43118442197573
2690,235829209,1/47,1.0,"Consider a different scenario: an unknown nonlinear dynamical system is encapsulated into a blackbox and only an ensemble of trajectories (input and output data) are available. Comparing actual trajectories to interpolated trajectories is one way to gauge chaos. A typical method to interpolate from known trajectories is to build a surrogate model with machine learning techniques. A surrogate model needs to be established first, then predictions can be made by evaluating trajectories with given initial conditions. This procedure is known as ""supervised learning"" [2]. To validate the model, the **data** is often randomly split into two clusters: a large training set and a small testing set. A model is then constructed from the training set. The performance of the model, i.e., the prediction accuracy, is measured by comparing the testing **data** against its prediction. The performance of the model depends on the type and complexity of the model, the volume of training data, the algorithm used for training, etc.",159,63e52885ab1d4d12bd353eed,"{'ACL': None, 'DBLP': None, 'ArXiv': '2104.08374', 'MAG': None, 'CorpusId': '235829209', 'PubMed': None, 'DOI': '10.1016/j.nima.2021.166060', 'PubMedCentral': None}",https://www.semanticscholar.org/paper/9b0a37c8448b431e122f959bb43a6ffacf370057,Data-driven Chaos Indicator for Nonlinear Dynamics and Applications on Storage Ring Lattice Design,"[{'authorId': '2110515189', 'name': 'Yongjun Li'}, {'authorId': '12901179', 'name': 'Jinyu Wan'}, {'authorId': '145352147', 'name': 'A. Liu'}, {'authorId': '9366784', 'name': 'Yiyu Jiao'}, {'authorId': '1799441', 'name': 'Robert Rainer'}]",,,2021.0,29,1,0,False,"[{'category': 'Physics', 'source': 's2-fos-model'}, {'category': 'Physics', 'source': 'external'}]",,2021-04-16,,2022-12-30T00:34:36.796Z,Physics,12.241466,5.64565,30,235829209_1/47_1,0.021,0.5437673470782158,-2.9641764219757274
2691,248366486,6/24,1.0,"Values of the global roughness exponent α 1, as obtained here for T 1/2, speak of large fluctuations in the front position. In our present case, they turn out to be associated with intrinsic anomalous scaling. An indication of this fact is apparent in the inset of Fig. 8. Indeed, the fact that C 2 (r, t) curves obtained for different times displace systematically with time and do not overlap is a landmark behavior of anomalous scaling which, in principle, can be originated by different causes, large values of α (so-called superroughening) being one of them [34]. In our case, it stems from the fact that α loc = α, there being two independent roughness exponents. This is unambiguously shown in the main panel of Fig. 8, which displays a consistent **data** collapse of the height-difference correlation function according to Eq. (11), for a representative parameter choice.",147,63e551cc5728175ba35bf605,"{'ACL': None, 'DBLP': None, 'ArXiv': '2204.10761', 'MAG': None, 'CorpusId': '248366486', 'PubMed': '35706198', 'DOI': '10.1103/PhysRevE.105.054801', 'PubMedCentral': None}",https://www.semanticscholar.org/paper/2b1e62ffc56c1564f92dc173467d1f318031959f,Spreading fronts of wetting liquid droplets: Microscopic simulations and universal fluctuations.,"[{'authorId': '88881676', 'name': 'J. M. Marcos'}, {'authorId': '1404886373', 'name': 'P. Rodriguez-Lopez'}, {'authorId': '46271288', 'name': 'J. Meléndez'}, {'authorId': '6683241', 'name': 'R. Cuerno'}, {'authorId': '1388376109', 'name': 'J. Ruiz-Lorenzo'}]",Physical Review E,19842b7b-a4d1-4f9a-9714-87d878cf6e73,2022.0,42,2,0,False,"[{'category': 'Physics', 'source': 's2-fos-model'}, {'category': 'Medicine', 'source': 'external'}, {'category': 'Physics', 'source': 'external'}]",['JournalArticle'],2022-04-22,"{'name': 'Physical review. E', 'pages': '\n          054801\n        ', 'volume': '105 5-1'}",2022-12-15T01:28:24.378Z,Physics,9.579467,6.941696,28,248366486_6/24_1,0.25,-2.1182316529217857,-1.668130421975727
2694,55648852,21/40,1.0,"As reported in the present manuscript, probably the TOMO-ETNA experiment is the most complex experiment focused to obtain information on the inner structure of an active volcano and surrounding areas using both active and passive seismic sources. The efficiency and coordination in the performed work has allowed deploying in a short time a large number of seismic stations. All of them were operative along the scheduled time, safely recovered, and even if the island if Sicily is a very populated region, no seismic station was damaged. The first step in the success of this deployment was based on an efficient search of potential sites a few months before the arrival of the working team, including complete and detailed information on the characteristics of the sites, owners, contacts and easy indications of how to arrive to them. The final document generated in this search is very valuable information that could be used in the future for new experiments. The second factor contributing to the success was the division into several teams responsible of the deployment and the maintenance of the seismic stations distributed in different sectors covering the whole region under study. These teams were autonomous and, following the indications of the provided documents, were able to design an efficient daily working program, coordinated by a single person who was responsible for any final decision. It is remarkable the high quality, portability and feasibility of the used instruments, in particular the Cube shortperiod seismic stations are ideal to be used in this kind of experiments. The quality of the recorded **data** predicts final results that could have a high impact in the scientific community.",273,63e50beac0269048cfecbafe,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '2529507044', 'CorpusId': '55648852', 'PubMed': None, 'DOI': '10.4401/AG-7080', 'PubMedCentral': None}",https://www.semanticscholar.org/paper/6b74c0574d281f0c6dfa27b3e950350a043be7e7,TOMO-ETNA experiment at Etna volcano: Activities on land,"[{'authorId': '144742071', 'name': 'J. Ibáñez'}]",,,2016.0,77,20,0,False,"[{'category': 'Geology', 'source': 's2-fos-model'}, {'category': 'Geology', 'source': 'external'}]",,2016-09-30,"{'name': 'Annals of Geophysics', 'pages': '0427', 'volume': '59'}",2022-12-12T14:28:46.956Z,Geology,11.939815,7.9080825,10,55648852_21/40_1,0.525,0.2421163470782144,-0.7017439219757273
2697,11038762,6/18,1.0,"Separate HPLC fractions of the extractable peaks were dried using a Büchi Rotavapor R-124 rotary evaporator (Brinkmann Instruments, Inc., Westbury, NY), redissolved in 0.5 mL of 0.5 M methanolic HCl, and the resulting solution was heated for 1 hour at 70 • C. The hydrolysates were then dried and dissolved in 40 μL of 0.2 M TMAH in methanol to produce the methyl derivatives, which were subsequently analyzed using Agilent 6890/5973 gas chromatograph-mass spectrometry detector, GC-MSD (Wilmington, DE) equipped with a Gerstel MultiPurpos-eSampler MPS (Baltimore, MD). The gas chromatograph was fitted with Agilent DB-5MS capillary column (0.25 μm × 30 m, 0.25 μ film) and operated with temperature programming from 50 • C (held for 1 min) to 300 • C at 10 • C/minutes, and held at 300 • C for 6 min using helium as the carrier gas at a constant flow rate of 1 mL/min. The GC injector port was set at 280 • C in a splitless mode and the MSD was maintained at 280 • C. All the GC/MS **data** were acquired with MSD ChemStation Version D.01.02.16 (Agilent Technologies, Wilmington, DE) in the m/z range of 30-500 at a rate of 1 scan/sec under electron ionization (EI) mode.  laminate extract was analyzed by LC/MS in full-scan positiveion mode using a 50 to 1500 m/z scan range. Following the assignment of MS ions for the identified peaks, the extract was reanalyzed using full-scan MS/MS experiments to obtain product ion spectra.",245,63e54ed95728175ba30424c7,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '2153489304', 'CorpusId': '11038762', 'PubMed': '20140083', 'DOI': '10.1155/2009/693210', 'PubMedCentral': '2814236'}",https://www.semanticscholar.org/paper/c89ac581dc83f5655f759e72268d825f4bb27c60,Chromatographic and Spectral Analysis of Two Main Extractable Compounds Present in Aqueous Extracts of Laminated Aluminum Foil Used for Protecting LDPE-Filled Drug Vials,"[{'authorId': '7530460', 'name': 'S. Akapo'}, {'authorId': '49089044', 'name': 'Sajid Syed'}, {'authorId': '8193193', 'name': 'Anicia Mamangun'}, {'authorId': '2069426360', 'name': 'W. Skinner'}]",International Journal of Analytical Chemistry,858e6d9c-4f0c-4934-845f-1b830f2763ad,2009.0,18,1,0,True,"[{'category': 'Agricultural And Food Sciences', 'source': 's2-fos-model'}, {'category': 'Biology', 'source': 'external'}, {'category': 'Medicine', 'source': 'external'}]",['JournalArticle'],2009-09-23,"{'name': 'International Journal of Analytical Chemistry', 'pages': None, 'volume': '2009'}",2022-12-30T00:15:54.880Z,Agricultural And Food Sciences,13.203824,12.21981,17,11038762_6/18_1,0.333,1.506125347078214,3.6099835780242735
2701,32527314,11/12,1.0,") .
)Psychopathology led by Prof. Neus Barrantes-Vidal (Address: Departament de Psicologia Clínica i de la Salut, Facultat de Psicologia, Edifici B, Universitat Autònoma de Barcelona, 08193 Cerdanyola del Vallès, Spain; telephone: +34 93 5813864; email: neus.barrantes@uab.cat). Data available on request (requests should be addressed to the contact details provided above). Funding: This work was supported by the Spanish Ministerio de Economía y Competitividad (Plan Nacional de I+D PSI2011-30321-C02-01 & PSI2014-54009-R and Red de Excelencia PROMOSAM PSI2014-56303-REDT), Fundació La Marató de TV3 (091110), and Generalitat de Catalunya (Suport als Grups de Recerca 2014SGR1070). NBV is supported by the Institució Catalana de Recerca i Estudis Avançats (ICREA), ICREA Academia Award. The funders had no role in study design, **data** collection and analysis, decision to publish, or preparation of the manuscript. Competing Interests: I have read the journal's policy and the authors of this manuscript have the following competing interests: Co-author Inez Myin-Germeys is a PLOS ONE Academic Editor. This does not alter the authors' adherence to PLOS ONE policies.
",167,63e53a69f73941e013ed576f,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '2336173751', 'CorpusId': '32527314', 'PubMed': '27082442', 'DOI': '10.1371/journal.pone.0153557', 'PubMedCentral': '4833319'}",https://www.semanticscholar.org/paper/3ffed63fb3cdb16cc40cfd96975102d5f724937b,Impact of Adverse Childhood Experiences on Psychotic-Like Symptoms and Stress Reactivity in Daily Life in Nonclinical Young Adults,"[{'authorId': '1401530400', 'name': 'P. Cristóbal-Narváez'}, {'authorId': '4905460', 'name': 'T. Sheinbaum'}, {'authorId': '5812114', 'name': 'S. Ballespí'}, {'authorId': '34936781', 'name': 'M. Mitjavila'}, {'authorId': '1395869009', 'name': 'I. Myin-Germeys'}, {'authorId': '4944565', 'name': 'T. Kwapil'}, {'authorId': '1398232741', 'name': 'N. Barrantes-Vidal'}]",PLoS ONE,0aed7a40-85f3-4c66-9e1b-c1556c57001b,2016.0,77,61,4,True,"[{'category': 'Psychology', 'source': 's2-fos-model'}, {'category': 'Psychology', 'source': 'external'}, {'category': 'Medicine', 'source': 'external'}]",['JournalArticle'],2016-04-15,"{'name': 'PLoS ONE', 'pages': None, 'volume': '11'}",2023-01-05T06:11:19.212Z,Psychology,9.959083,10.795545,22,32527314_11/12_1,0.917,-1.7386156529217853,2.1857185780242734
