,corpusid,section,subsection,text,wc,_id,externalids,url,title,authors,venue,publicationvenueid,year,referencecount,citationcount,influentialcitationcount,isopenaccess,s2fieldsofstudy,publicationtypes,publicationdate,journal,updated,field,x,y,labels,corpusid_unique,section_pos_in_pct,x_centered,y_centered
189,14392421,10/15,1.0,"Actually, the concept of credal partitions suggests different ways of summarizing data. For example, the **data** can be analysed in the form of fuzzy partition thanks to the pignistic probability transformation shown in Eq. (5). It is shown in Fig. 3-a pignistic probabilities play the same role as fuzzy membership. A crisp partition can then be easily obtained by partitioning each node to the community with the highest pignistic probability. In this sense, the proposed method could be regarded as a general model of hard and fuzzy community detection approaches.  ",92,63e51f0a8296e79cfb050516,"{'ACL': None, 'DBLP': 'journals/corr/ZhouMP15a', 'ArXiv': '1501.01780', 'MAG': '3099752292', 'CorpusId': '14392421', 'PubMed': None, 'DOI': '10.1007/978-3-319-08795-5_57', 'PubMedCentral': None}",https://www.semanticscholar.org/paper/3efea95081aa4c9b7c696ee3f73931301d34791d,Evidential Communities for Complex Networks,"[{'authorId': '32895293', 'name': 'Kuang Zhou'}, {'authorId': '50642016', 'name': 'Arnaud Martin'}, {'authorId': '144468149', 'name': 'Q. Pan'}]",International Conference on Information Processing and Management of Uncertainty,12e68fc9-0987-4504-aafd-3a899af546a2,2014.0,18,11,0,True,"[{'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Computer Science', 'source': 'external'}, {'category': 'Physics', 'source': 'external'}, {'category': 'Mathematics', 'source': 'external'}]",['JournalArticle'],2014-07-15,"{'name': 'ArXiv', 'pages': None, 'volume': 'abs/1501.01780'}",2022-11-20T16:02:02.217Z,Computer Science,11.803098,7.4043493,-1,14392421_10/15_1,0.667,0.1053993470782153,-1.2054771219757274
190,126349038,1/28,4.0,"Flow-field velocities were measured using a towed underwater TPIV system at 10 y-z planes at x¼ 0.06, 0.1, 0.12, 0.2, 0.3, 0.4, 0.6, 0.8, 0.935, and 1.0, as shown in Figs. 1(a) and 1(b). The TPIV resolution was 1 mm in all directions (D x ¼ 0.00033L) and the **data** rate was 13 Hz. The **data** were postprocessed to obtain averaged velocity field (U,V,W), TKE and axial vorticity x x . The averaged flow field **data** were obtained by ensemble averaging over ten repeat runs of 20 s. For b ¼ 0 deg, small static drift asymmetry b asym adjustments were made for improved flow field center plane symmetry, i.e., b asym ¼ 1 deg for x ¼ 0.06-0.2, b asym ¼ 0.5 deg for x ¼ 0.3 and 0.4, and b asym ¼ 0 deg for x ¼ 0.6-1. 2 The Nomenclature provides the definitions of solution and N-version V&V. The references provide the detailed derivations and discussions. Tomographic particle image velocimetry 3D volumes were analyzed along the primary vortices at all 10 y-z planes, namely SDV and FBKV for b ¼ 0, and sonar dome (SDTV) and bilge keel (BKTV) tip vortices for b ¼ 10 deg and 20 deg. Bhushan et al. [15] DES and URANS vortex structure predictions were used to determine the regions of interest for the TPIV measurements. The **data** were post processed to obtain the vorticity components (x x, x y, x z ), second and third invariants of the deformation-rate tensor Q and k 2 in addition to the mean and turbulent flow variables obtained for the planar data. Unsteady analysis was performed for b ¼ 20 deg forces and moment, and velocity and Q at six points along primary vortices using fast Fourier transform (FFT) of their time histories.",298,63e52d7097d1635b030e5727,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '2888153225', 'CorpusId': '126349038', 'PubMed': None, 'DOI': '10.1115/1.4041229', 'PubMedCentral': None}",https://www.semanticscholar.org/paper/3f377d26f13d3240ba598d0bea0f8277cf1a9163,Assessment of Computational Fluid Dynamic for Surface Combatant 5415 at Straight Ahead and Static Drift β = 20 deg,"[{'authorId': '145532801', 'name': 'S. Bhushan'}, {'authorId': '66279192', 'name': 'H. Yoon'}, {'authorId': '36782525', 'name': 'F. Stern'}, {'authorId': '17292662', 'name': 'E. Guilmineau'}, {'authorId': '3318893', 'name': 'M. Visonneau'}, {'authorId': '20837416', 'name': 'S. Toxopeus'}, {'authorId': '96570484', 'name': 'C. Simonsen'}, {'authorId': '2959624', 'name': 'S. Aram'}, {'authorId': '2109573881', 'name': 'S-E Kim'}, {'authorId': '2973211', 'name': 'G. Grigoropoulos'}]",Journal of Fluids Engineering,,2018.0,45,15,0,True,"[{'category': 'Environmental Science', 'source': 's2-fos-model'}, {'category': 'Engineering', 'source': 's2-fos-model'}, {'category': 'Geology', 'source': 'external'}]",,2018-11-08,"{'name': 'Journal of Fluids Engineering', 'pages': None, 'volume': None}",2023-01-23T08:15:38.758Z,Environmental Science,11.196801,8.235152,9,126349038_1/28_4,0.036,-0.5008976529217843,-0.37467442197572787
196,14392421,12/15,1.0,"In this paper, a new community detection approach combing the evidential modularity, spectral mapping and evidential c-means is presented to identify the overlapping graph structure in complex networks. Although many overlapping community-detection algorithms have been developed before, most of them are based on fuzzy partitions. Credal partitions, in the frame of belief function theory, have many advantages compared with fuzzy ones and enable us to have a better insight into the **data** structure. As shown in the experimental results for two networks in the real world, credal partitions can reflect our degree of uncertain more intuitively. Actually, the credal partition is an extension of both hard and fuzzy ones, thus there is no doubt that more rich information of the graph structure could be available from the detected structure by the method proposed here. We expect that the evidential clustering approaches will be employed with promising results in the detection of overlapping communities in complex networks with practical significance.
",159,63e51f0a8296e79cfb050516,"{'ACL': None, 'DBLP': 'journals/corr/ZhouMP15a', 'ArXiv': '1501.01780', 'MAG': '3099752292', 'CorpusId': '14392421', 'PubMed': None, 'DOI': '10.1007/978-3-319-08795-5_57', 'PubMedCentral': None}",https://www.semanticscholar.org/paper/3efea95081aa4c9b7c696ee3f73931301d34791d,Evidential Communities for Complex Networks,"[{'authorId': '32895293', 'name': 'Kuang Zhou'}, {'authorId': '50642016', 'name': 'Arnaud Martin'}, {'authorId': '144468149', 'name': 'Q. Pan'}]",International Conference on Information Processing and Management of Uncertainty,12e68fc9-0987-4504-aafd-3a899af546a2,2014.0,18,11,0,True,"[{'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Computer Science', 'source': 'external'}, {'category': 'Physics', 'source': 'external'}, {'category': 'Mathematics', 'source': 'external'}]",['JournalArticle'],2014-07-15,"{'name': 'ArXiv', 'pages': None, 'volume': 'abs/1501.01780'}",2022-11-20T16:02:02.217Z,Computer Science,11.941126,7.7450933,10,14392421_12/15_1,0.8,0.24342734707821556,-0.8647331219757275
197,202178736,6/16,1.0,"The rigid rough square footing of size 100 X 100 mm was placed at the middle of the surface of the unsaturated sample. The footing was fixed at the chosen angle with the loading piston. The displacement transducer was connected with the piston for the measurement of the displacement [R-Displacement {Fig. 5(a)}] during loading. Two external, vertical and horizontal displacement transducer were also placed precisely at the middle of the footing. These transducers were placed perfectly in vertical and horizontal plane at the center of the footing as shown in Fig. 5(a). The footing settlements were measured with a resolution equal to 0.001 mm and the accuracy of the applied load [R-Force] was equal to 0.05 %. A National Instrument (NI) **data** logging system was used to collect all the experimental data. The noisy signal received from load and displacement transducers of the device was filtered using third order Zero-Phase Low Pass Butterworth filter in MATLAB. To obtain a smooth signal after filtering, the unwanted transients were eliminated by using Median Filtering technique available in MATLAB. The loading piston was connected with the footing at an angle of 15 degrees with vertical Fig. 5(a). This provides an angular loading to the footing of 15 degrees to impose a coupled cyclic excitation. A force controlled coupled harmonic excitation from Equation 1 is imposed to the footing at a constant amplitude of 0.25kN, with the frequency of 0.1Hz with respective static load as shown in Fig. 5(b).
[ ] ( ) t A F Force R st cyclic ω cos * + = −(1)
Where, Fst = Static Load A = Amplitude = 0.25kN ω = Angular Frequency = 2*π*f f = frequency = 0.1Hz t = Total time of loading = 0 to 5 x 10 5 sec for 50000 cycles.",298,63e5190de572c3e23097a13d,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '2969928587', 'CorpusId': '202178736', 'PubMed': None, 'DOI': '10.3208/JGSSP.V07.082', 'PubMedCentral': None}",https://www.semanticscholar.org/paper/09df1bf7020b3a654397846a738197c602721001,Response of Shallow Foundation Under Coupled Cyclic Loading For Unsaturated Sand at Large Number of Cycles,"[{'authorId': '1673726176', 'name': 'K. Binod'}, {'authorId': '152634740', 'name': 'W. Frank'}]",Japanese Geotechnical Society Special Publication,20b2e219-ae66-4284-bbb3-c8279ef1f4a0,2019.0,8,0,0,True,"[{'category': 'Geology', 'source': 's2-fos-model'}, {'category': 'Geology', 'source': 'external'}]",['Review'],2019-04-30,"{'name': 'Japanese Geotechnical Society Special Publication', 'pages': None, 'volume': None}",2023-01-22T21:22:06.810Z,Geology,10.320963,6.0065503,-1,202178736_6/16_1,0.375,-1.3767356529217842,-2.6032761219757274
203,25826755,8/22,2.0,"The plasma membrane of contractile smooth muscle cells is highly ordered, consisting of repeating longitudinal rib-like arrays of caveolae and adherens junctions (Gabella, 1984;Halayko and Stelmack, 2005;Montesano, 1979;Small, 1985;Small and Gimona, 1998). These domains are associated with disparate intracellular, membrane-associated and extracellular proteins; for example, adherens junctions are enriched in actin crosslinking proteins such as vinculin, transmembrane integrins and fibronectin in the extracellular basal lamina (Gabella, 1984;North et al., 1993;Small, 1985). North and colleagues (North et al., 1993) provided initial evidence that caveolae microdomains are marked by the presence of both caveolin-1 and dystrophin. This has contributed to models of the cytoskeletal organization in smooth muscle, but there has been no investigation that assesses the mechanisms of colocalization of caveolin-1 and dystrophin, or of the functional relevance of this association. Our new **data** show that several subunits of the DGC, including -dystroglycan, colocalize with caveolin-1 in membrane arrays in contractile myocytes. In striking contrast, in noncontractile cultured cells lacking endogenous -dystroglycan, caveolin-1 is expressed, but is not organized into linear arrays (see Fig. 1D). This suggests a need for the DGC in ordering of membrane caveolae domains, a conclusion supported by the fact that stable silencing of -dystroglycan leads to disruption of caveolae linear arrays and loss of caveolin-1 and PTRF/cavin from lipid-raft-rich membrane fractions. PTRF/cavin is crucial for caveolae formation (Hill et al., 2008), and its presence on the inside surface of caveolae stabilizes these structures, probably through interaction with the cytoskeleton (Liu and Pilch, 2008). Thus, -dystroglycan is required for the organization of caveolae arrays through its interaction with caveolin-1, and this might impact at a more fundamental level the association of PTRF/cavin and its role in forming and stabilizing caveolar structures. These observations are also important in light of our previous studies showing that DGC expression is a feature of contractile phenotype myocytes (Sharma et al., 2008), equipping them with the capacity to organize caveolae into arrays as a determinant of smooth muscle physiology.",327,63e5071fa64b9c3ca0beb13f,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '2119878648', 'CorpusId': '25826755', 'PubMed': '20736308', 'DOI': '10.1242/jcs.066712', 'PubMedCentral': None}",https://www.semanticscholar.org/paper/555dd052e79b37b33a7f87f390c7113a042701be,β-Dystroglycan binds caveolin-1 in smooth muscle: a functional role in caveolae distribution and Ca2+ release,"[{'authorId': '145882677', 'name': 'Pawan Sharma'}, {'authorId': '145045526', 'name': 'S. Ghavami'}, {'authorId': '5527004', 'name': 'G. Stelmack'}, {'authorId': '6062970', 'name': 'K. Mcneill'}, {'authorId': '6398232', 'name': 'M. Mutawe'}, {'authorId': '46420277', 'name': 'T. Klonisch'}, {'authorId': '4733811', 'name': 'H. Unruh'}, {'authorId': '6178596', 'name': 'A. Halayko'}]",Journal of Cell Science,398b46b8-6014-4478-b7af-f477167f7bde,2010.0,65,47,2,True,"[{'category': 'Biology', 'source': 's2-fos-model'}, {'category': 'Biology', 'source': 'external'}, {'category': 'Medicine', 'source': 'external'}]",['JournalArticle'],2010-09-15,"{'name': 'Journal of Cell Science', 'pages': '3061 - 3070', 'volume': '123'}",2023-01-19T21:24:36.287Z,Biology,10.545143,12.763725,34,25826755_8/22_2,0.364,-1.1525556529217855,4.153898578024274
205,208006088,9/26,2.0,"Computational scaling. We demonstrate that exact inference scales favourably in m for the OLMM, whereas the LMM quickly becomes computationally infeasible as m increases. We use a highly optimised implementation of exact inference for the LMM, kindly made available by Invenia Labs 2 . Fig. 3  Temperature extrapolation. We consider a simple spatio-temporal temperature prediction problem over Europe. Approximately 30 years worth of the ERA-Interim reanalysis temperature **data** 4 (Dee et al., 2011) is smoothed in time with a Hamming window of width 31 and sub-sampled once every 31 days to produce a **data** set comprising 13 × 19 = 247 outputs and approximately 350 months worth of data. We train the OLMM and independent GPs (both models use Matérn-5/2 kernels with a periodic component) on the first 250 months of the **data** and test on the next 100 months. The basis for the OLMM is given by the eigenvectors of the kernel matrix over the points in space (Matérn-5/2 with a different length scale for latitude and longitude). Table 1 shows the log-marginal likelihood (LML) of the training data, the posterior predictive log-probability (PPLP) and the root-mean-square error (RMSE) of the test data. Although the RMSE is equal to that of the independent GPs-the **data** is highly periodic and the predictions are highly accurate for both models-the LML and PPLP are much better, which indicates that that the OLMM is able to capture meaningful structure between temperatures at different points in space.",244,63e55703e95157eb65b58712,"{'ACL': None, 'DBLP': 'journals/corr/abs-1911-06287', 'ArXiv': '1911.06287', 'MAG': '3034920557', 'CorpusId': '208006088', 'PubMed': None, 'DOI': None, 'PubMedCentral': None}",https://www.semanticscholar.org/paper/5b6d98b5623261e8ced9eb30ebd895d893ef72ce,Scalable Exact Inference in Multi-Output Gaussian Processes,"[{'authorId': '144674648', 'name': 'W. Bruinsma'}, {'authorId': '3650592', 'name': 'E. Perim'}, {'authorId': '90684986', 'name': 'Will Tebbutt'}, {'authorId': '144275121', 'name': 'J. Hosking'}, {'authorId': '145410662', 'name': 'A. Solin'}, {'authorId': '145369890', 'name': 'Richard E. Turner'}]",International Conference on Machine Learning,fc0a208c-acb7-47dc-a0d4-af8190e21d29,2019.0,72,23,4,False,"[{'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Computer Science', 'source': 'external'}, {'category': 'Mathematics', 'source': 'external'}]","['JournalArticle', 'Conference']",2019-11-14,"{'name': None, 'pages': '1190-1201', 'volume': None}",2023-01-20T05:11:02.010Z,Computer Science,10.838113,6.647405,27,208006088_9/26_2,0.346,-0.8595856529217851,-1.9624214219757272
210,58646123,10/26,2.0,"Malnutrition continues to place a great burden on human health and development in Sub-Saharan Africa now and in the foreseeable future. The potential economic opportunities in reverting malnutrition are huge. But, solid information on cost and benefits of the various policy options, and how these differ, across regions and countries remain scarce. In filling this gap, this study made a contribution to better understand the potential for using agronomic fortification to revert malnutrition. Even though we argue that our approach provides realistic and robust insights into the potential of agronomic fortification, it remains second-best to urgently needed on the ground experimental approaches. Hence, the results from this study point to areas-high population density and low micronutrient densities-that most likely harbour the greatest potential for using agricultural fortification as a means to combat malnutrition. Such locations should be targeted first with actual field trials in which micronutrient enriched fertilizers are distributed and impact on both agricultural productivity and health indicators are monitored. Moreover, combining such trials with **data** collection on actual food consumption will allow for a better understanding on the precise causal channel through which changes in malnutrition may come about.",191,63e55764e95157eb65c42015,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '2909629686', 'CorpusId': '58646123', 'PubMed': '30653538', 'DOI': '10.1371/journal.pone.0210642', 'PubMedCentral': '6336299'}",https://www.semanticscholar.org/paper/8f6aa93226488f294ab777d6e65dc0642aca5f1c,Better soils for healthier lives? An econometric assessment of the link between soil nutrients and malnutrition in Sub-Saharan Africa,"[{'authorId': '21457876', 'name': 'E. Berkhout'}, {'authorId': '51506748', 'name': 'Mandy Malan'}, {'authorId': '5804719', 'name': 'T. Kram'}]",PLoS ONE,0aed7a40-85f3-4c66-9e1b-c1556c57001b,2019.0,69,13,2,True,"[{'category': 'Agricultural And Food Sciences', 'source': 's2-fos-model'}, {'category': 'Medicine', 'source': 'external'}, {'category': 'Biology', 'source': 'external'}]",['JournalArticle'],2019-01-17,"{'name': 'PLoS ONE', 'pages': None, 'volume': '14'}",2022-12-16T15:47:41.019Z,Agricultural And Food Sciences,12.026019,9.565758,-1,58646123_10/26_2,0.385,0.3283203470782148,0.9559315780242734
213,251694175,32/32,1.0,"Fig. 8 .
8Correlations between ELISA and both Olink and Soma. In 60 random samples from either JHS or HERITAGE (according to sample availability), protein levels were assayed by ELISA and compared to measurements from each affinity platform. Shown here are the normalized **data** and Spearman correlations for (A) CD97, (B) mesothelin, (C) HSP70, and (D and E) ANGPTL3. In the case of (A) to (D), aptamers are those featured on the Soma1.3K, while (E) features a new ANGPTL3 aptamer, upgraded on the Soma5K platform. Absolute concentrations by ELISA are shown on a log scale axis, while affinity reagent measurements are log 2 -transformed and scaled.
",105,63e554d3ebb3770f72f6a653,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': None, 'CorpusId': '251694175', 'PubMed': '35984888', 'DOI': '10.1126/sciadv.abm5164', 'PubMedCentral': '9390994'}",https://www.semanticscholar.org/paper/22c3d19537e752a0d14e011afca345260b110b84,Proteomic profiling platforms head to head: Leveraging genetics and clinical traits to compare aptamer- and antibody-based methods,"[{'authorId': '145251497', 'name': 'Daniel H. Katz'}, {'authorId': '50075711', 'name': 'Jeremy M. Robbins'}, {'authorId': '1693701338', 'name': 'S. Deng'}, {'authorId': '47742087', 'name': 'Usman A Tahir'}, {'authorId': '1772088', 'name': 'A. Bick'}, {'authorId': '1658981064', 'name': 'A. Pampana'}, {'authorId': '2118174378', 'name': 'Zhi Yu'}, {'authorId': '39257347', 'name': 'D. Ngo'}, {'authorId': '49389486', 'name': 'M. Benson'}, {'authorId': '150356019', 'name': 'Zsu-Zsu Chen'}, {'authorId': '133822456', 'name': 'Daniel E Cruz'}, {'authorId': '6605360', 'name': 'Dongxiao Shen'}, {'authorId': '84694854', 'name': 'Yan Gao'}, {'authorId': '144072297', 'name': 'C. Bouchard'}, {'authorId': '4661806', 'name': 'M. Sarzynski'}, {'authorId': '145426596', 'name': 'A. Correa'}, {'authorId': '2159256', 'name': 'P. Natarajan'}, {'authorId': '152239137', 'name': 'James G. Wilson'}, {'authorId': '1864575', 'name': 'R. Gerszten'}]",Science Advances,cb30f0c9-2980-4b7d-bbcb-68fc5472b97c,2022.0,57,4,0,False,"[{'category': 'Biology', 'source': 's2-fos-model'}, {'category': 'Medicine', 'source': 'external'}]",['JournalArticle'],2022-08-01,"{'name': 'Science Advances', 'pages': None, 'volume': '8'}",2023-01-14T06:27:46.579Z,Biology,11.0514555,10.860639,-1,251694175_32/32_1,1.0,-0.6462431529217856,2.2508125780242736
215,232380196,1/28,3.0,"In this work, we explore effective contrastive learning strategies and tailor them to learn better image representations from imbalanced **data** in order to boost long-tailed image classification. Specifically, we propose a novel hybrid network structure composed of a contrastive loss for learning image representations and a cross-entropy loss to learn classifiers. To embody the idea that better features make better classifiers, we follow a curriculum to progressively transit the learning from feature learning to classifier learning. We realize two variants of supervised contrastive learning strategies, as shown in Fig. 1, which vary in the forms but share a common idea of pulling the samples from the same class together in the normalized embedding space and pushing the samples from different classes apart. By doing this, less skewed features and consequently less biased classifiers are expected to be obtained.",138,63e51dfe8296e79cfbe07d9e,"{'ACL': None, 'DBLP': 'conf/cvpr/00230W0W21', 'ArXiv': '2103.14267', 'MAG': None, 'CorpusId': '232380196', 'PubMed': None, 'DOI': '10.1109/CVPR46437.2021.00100', 'PubMedCentral': None}",https://www.semanticscholar.org/paper/f5fc6db18cfcd2f26fb700194bfdd07b0cfca2a5,Contrastive Learning based Hybrid Networks for Long-Tailed Image Classification,"[{'authorId': '2155299843', 'name': 'Peng Wang'}, {'authorId': '145916712', 'name': 'K. Han'}, {'authorId': '2126047', 'name': 'Xiu-Shen Wei'}, {'authorId': '48571274', 'name': 'Lei Zhang'}, {'authorId': '2152507062', 'name': 'Lei Wang'}]",Computer Vision and Pattern Recognition,768b87bb-8a18-4d9c-a161-4d483c776bcf,2021.0,38,70,5,False,"[{'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Computer Science', 'source': 'external'}]","['JournalArticle', 'Conference']",2021-03-26,"{'name': '2021 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)', 'pages': '943-952', 'volume': None}",2023-01-26T17:12:37.053Z,Computer Science,12.32689,4.9276357,29,232380196_1/28_3,0.036,0.6291913470782156,-3.6821907219757275
216,3423303,10/22,1.0,"Circular dichroism (CD). Far-UV CD spectra were obtained using a Jasco J-810 spectropolarimeter (Jasco Inc., Easton, MD, USA) over the wavelength range from 195 to 250 nm, at 25˚C. Measurements were performed in a 1 cm quartz cuvette at a rate of 100 nm/min, bandwidth of 1 nm, response time of 2 s, **data** pitch of 1 nm, and accumulation of 10 as described [37]. CD **data** are shown as the mean residue ellipticity (deg cm 2 /dmol) obtained after subtracting the baseline, smoothing, and **data** normalization. CD spectra for OsttaDSP (0.1-0.5 mg/ml) were recorded in 20 mM K-phosphate buffer, pH 7.4.",102,63e5297cab1d4d12bd567ac6,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '2793701628', 'CorpusId': '3423303', 'PubMed': '29360855', 'DOI': '10.1371/journal.pone.0191621', 'PubMedCentral': '5779698'}",https://www.semanticscholar.org/paper/cc8d0b3c1aa0e84bc84424a2f42b2f01f3f515a9,"Identification and analysis of OsttaDSP, a phosphoglucan phosphatase from Ostreococcus tauri","[{'authorId': '18357383', 'name': 'Julieta B Carrillo'}, {'authorId': '1393976272', 'name': 'D. Gomez-Casati'}, {'authorId': '150220720', 'name': 'Mariana L. Martín'}, {'authorId': '3811618', 'name': 'M. V. Busi'}]",PLoS ONE,0aed7a40-85f3-4c66-9e1b-c1556c57001b,2018.0,50,3,0,True,"[{'category': 'Biology', 'source': 's2-fos-model'}, {'category': 'Chemistry', 'source': 'external'}, {'category': 'Medicine', 'source': 'external'}]",['JournalArticle'],2018-01-23,"{'name': 'PLoS ONE', 'pages': None, 'volume': '13'}",2022-12-30T00:57:33.163Z,Biology,13.095966,11.860694,17,3423303_10/22_1,0.455,1.3982673470782156,3.2508675780242733
222,118072666,4/13,2.0,"We next subtract the combinatorial background to extract the number of φ mesons. This background is estimated by fitting the mass distribution in sideband regions well away from both the signal and the KK threshold. The ranges 0.989 < m KK < 1.002 GeV/c 2 and 1.04 < m KK < 1.1 GeV/c 2 were chosen and the function
(m KK − 2m K ) a · (b + c · m KK + d · m 2
KK + e · m 3 KK ) was used. This function provides a good description of the phase space in the vicinity of a threshold; a fit to the combinatoric m KK spectrum (removing true φ mesons) in Monte Carlo gives χ 2 = 104 for 95 degrees of freedom. Figure 1 shows the m KK distributions of the onresonance and luminosity-scaled off-resonance **data** samples for all φ momentum bins combined; the fitted combinatorial background shapes are overlaid. The on-(off-) resonance fit has χ 2 = 86 (75) for 61 degrees of freedom. With estimates of the combinatorial background shape, the signal is extracted by subtracting the background. The resulting signals are shown in the lower part of Figure 1. In the on-resonance sample, we observe (2.349±0.007)×10 5 φ candidates, and the corresponding number in the off-resonance sample is (1.95 ± 0.02) × 10 4 . These plots and numbers are representative only; they are not used in the signal extraction.",238,63e55dd52fdef6cd3a832a44,"{'ACL': None, 'DBLP': None, 'ArXiv': 'hep-ex/0311008', 'MAG': '1520944637', 'CorpusId': '118072666', 'PubMed': None, 'DOI': '10.1103/PhysRevD.69.052005', 'PubMedCentral': None}",https://www.semanticscholar.org/paper/347fb176e45d62e812b0508236c32e2ec63da58d,Measurement of the Average phi Multiplicity in B Meson Decay,"[{'authorId': '2175775948', 'name': 'B. Aubert'}, {'authorId': '93059522', 'name': 'E. al.'}, {'authorId': '122171436', 'name': 'Babar Collaboration'}]",,,2003.0,2,1,0,True,"[{'category': 'Physics', 'source': 's2-fos-model'}, {'category': 'Physics', 'source': 'external'}]",,2003-11-04,"{'name': 'Physical Review D', 'pages': '052005-1-052005-8', 'volume': '69'}",2022-09-15T10:14:46.289Z,Physics,7.188497,6.618891,14,118072666_4/13_2,0.308,-4.509201652921785,-1.9909354219757276
227,237856376,21/27,1.0,"Author
Contributions: Conceptualization, H.W. and J.D.; methodology, J.D.; software, J.D.; validation, J.D. and H.W.; formal analysis, H.W.; investigation, J.D.; resources, H.W.; **data** curation, J.D.; writing-original draft preparation, J.D.; writing-review and editing, H.W.; visualization, J.D.; supervision, H.W.; project administration, H.W.; funding acquisition, H.W. All authors have read and agreed to the published version of the manuscript.
",54,63e5115f4399f066d8051084,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '3177584637', 'CorpusId': '237856376', 'PubMed': None, 'DOI': '10.3390/SU13147567', 'PubMedCentral': None}",https://www.semanticscholar.org/paper/0e0e4814b0a068393290840041f3d857d7a4acec,Green Technological Progress and the Backwardness Advantage of Green Development: Taking the Sustainable Development Strategy of Central and Western China as an Example,"[{'authorId': '120356365', 'name': 'Huaide Wen'}, {'authorId': '118330843', 'name': 'J. Dai'}]",Sustainability,8775599f-4f9a-45f0-900e-7f4de68e6843,2021.0,79,0,0,False,"[{'category': 'Economics', 'source': 's2-fos-model'}, {'category': 'Economics', 'source': 'external'}]",,2021-07-06,"{'name': 'Sustainability', 'pages': None, 'volume': None}",2022-11-18T01:00:47.697Z,Economics,9.915745,10.838259,22,237856376_21/27_1,0.778,-1.7819536529217856,2.2284325780242735
228,119247546,1/46,1.0,"One of the main advantages of the use of conformal geodesics in the construction of gauge (and coordinate) systems in a vacuum spacetime is that they provide an a priori conformal factor which can be read off directly from the **data** one has specified to generate the congruence of conformal geodesics. Hence, one has a canonical procedure to generate a conformal extension of the spacetime in question. In addition, gauge systems based on conformal geodesics give rise to a fairly straightforward hyperbolic reduction of the conformal Einstein field equations in which most of the evolution equations are, in fact, transport equations -see e.g. [12,14].",104,63e52f3997d1635b03499bf3,"{'ACL': None, 'DBLP': None, 'ArXiv': '1301.5458', 'MAG': '2147053326', 'CorpusId': '119247546', 'PubMed': None, 'DOI': '10.1007/s00023-013-0276-2', 'PubMedCentral': None}",https://www.semanticscholar.org/paper/1d1f28d140cf575d5981601c7a19d69c104f9ffa,A Class of Conformal Curves in the Reissner-Nordström Spacetime,"[{'authorId': '102836157', 'name': 'C. Lubbe'}, {'authorId': '16244440', 'name': 'J. A. V. Kroon'}]",,,2013.0,34,8,0,True,"[{'category': 'Mathematics', 'source': 's2-fos-model'}, {'category': 'Physics', 'source': 'external'}, {'category': 'Mathematics', 'source': 'external'}]",,2013-01-23,"{'name': 'Annales Henri Poincaré', 'pages': '1327-1366', 'volume': '15'}",2022-12-17T06:47:42.728Z,Mathematics,12.2151575,5.5979505,30,119247546_1/46_1,0.022,0.5174588470782151,-3.0118759219757276
