,corpusid,section,subsection,text,wc,_id,externalids,url,title,authors,venue,publicationvenueid,year,referencecount,citationcount,influentialcitationcount,isopenaccess,s2fieldsofstudy,publicationtypes,publicationdate,journal,updated,field,x,y,labels,corpusid_unique,section_pos_in_pct,x_centered,y_centered
1852,52910603,13/27,1.0,"Virus-infected (eYFP+) cells were identified using scanning disk confocal microscopy (Olympus FV1000), and differential interference contrast optics were used to patch neurons. Whole cell current clamp recordings were performed in visually identified neurons in the orbitofrontal cortex. For NpHR experiments, a 593 nM laser (OEM laser systems; maximum output 150 mW) attached to fiber optic cable was used to deliver light to the slice. Light intensity of 8 -12 mW was used to stimulate NpHR in slice recordings. For experiments shown in Figure 6A,a 10 s light pulse was delivered to the slice. For experiments shown in Figure 6B, current pulses were injected (500 ms square pulse, 50 pA-600 pA). Half of the time, a 500 ms light pulse was given during current injection. Images were acquired using Olympus Fluoview software (version 3.0). Electrophysiology **data** were acquired using an Axopatch 200 B amplifier (Molecular Devices, San Jose, CA) in either voltage clamp or current clamp mode. Axograph X software (Axograph Scientific) were used to record and collect the data, which were filtered at 10 kHz and digitized at 4 -20 kHz. Series resistance (Rs) was monitored with injection of hyperpolarizing current (À20 pA, 500 ms) and **data** were excluded if Rs changed >20% during **data** acquisition. Recordings were discarded if series resistance or input resistance changed >10% throughout the course of the recording.",223,63e5380725bd26f5e734a2bc,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '2895016462', 'CorpusId': '52910603', 'PubMed': '30281020', 'DOI': '10.7554/eLife.38963', 'PubMedCentral': '6170187'}",https://www.semanticscholar.org/paper/09e1c98ba97e82c9cf91db4b463cfcb6c4776820,Medial orbitofrontal inactivation does not affect economic choice,"[{'authorId': '145799256', 'name': 'Matthew P. H. Gardner'}, {'authorId': '51239690', 'name': 'Jessica Conroy'}, {'authorId': '4714666', 'name': 'Clay V Styer'}, {'authorId': '51445392', 'name': 'Timothy Huynh'}, {'authorId': '4554493', 'name': 'L. Whitaker'}, {'authorId': '4192235', 'name': 'G. Schoenbaum'}]",eLife,07365b9a-c0ce-4dd3-b93b-a02e1c81e0c6,2018.0,55,26,0,False,"[{'category': 'Biology', 'source': 's2-fos-model'}, {'category': 'Psychology', 'source': 's2-fos-model'}, {'category': 'Psychology', 'source': 'external'}, {'category': 'Medicine', 'source': 'external'}]",['JournalArticle'],2018-10-03,"{'name': 'eLife', 'pages': None, 'volume': '7'}",2022-12-13T05:41:58.376Z,Biology,13.226323,13.297931,33,52910603_13/27_1,0.481,1.5286243470782157,4.688104578024273
1854,227182297,5/22,1.0,"We always use scRNA-Seq **data** normalized on a log-scale, in order to stabilize the variance of highly expressed genes. Because the stochastic matrix involves a ratio of gene-expression values, one needs to avoid zero values in the **data** matrix, so it is necessary to use a pseudocount of 1.1, so that the log(counts+1.1) transformation takes on a minimum value above zero. Details of the scRNA-Seq datasets and the normalization procedure used in each one are available in Supplementary Information.",79,63e53ec94d1527b9f5ec0e3b,"{'ACL': None, 'DBLP': 'journals/bioinformatics/TeschendorffMHC21', 'ArXiv': None, 'MAG': '3109700903', 'CorpusId': '227182297', 'PubMed': '33244588', 'DOI': '10.1093/bioinformatics/btaa987', 'PubMedCentral': '8275983'}",https://www.semanticscholar.org/paper/5d508e9ae5a1fc68799837943db3b1cd89b2ee7b,Ultra-fast scalable estimation of single-cell differentiation potency from scRNA-Seq data,"[{'authorId': '2173690', 'name': 'A. Teschendorff'}, {'authorId': '6083708', 'name': 'A. Maity'}, {'authorId': '2109908003', 'name': 'Xue Hu'}, {'authorId': '2109963903', 'name': 'Weiyan Chen'}, {'authorId': '46973957', 'name': 'M. Lechner'}]",Bioinform.,,2020.0,22,8,2,True,"[{'category': 'Biology', 'source': 's2-fos-model'}, {'category': 'Computer Science', 'source': 'external'}, {'category': 'Medicine', 'source': 'external'}]",['JournalArticle'],2020-11-27,"{'name': 'Bioinformatics', 'pages': '1528 - 1534', 'volume': '37'}",2023-01-22T00:52:11.673Z,Biology,12.755504,12.589485,-1,227182297_5/22_1,0.227,1.0578053470782152,3.9796585780242726
1855,64369813,3/20,1.0,"The study had a descriptive design with a qualitative approach [28]. The **data** consisted of focus group discussions (FGDs), as these **data** collection methods aim to facilitate individuals' exploration and clarification of their views through group interaction in a manner not possible in one-to-one interviews [29]. Ethical approval for the study was obtained from the Regional Ethical Review Board of Uppsala, Sweden (reg.no: 2014/312).",64,63e54f815728175ba31cc824,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '2921233624', 'CorpusId': '64369813', 'PubMed': '30732615', 'DOI': '10.1186/s12904-019-0394-9', 'PubMedCentral': '6367774'}",https://www.semanticscholar.org/paper/8cfdd574038beee8ad0e7d1b3a6addef4f5cea38,Enabling activity in palliative care: focus groups among occupational therapists,"[{'authorId': '2105153031', 'name': 'Sofia Tavemark'}, {'authorId': '3339008', 'name': 'L. Hermansson'}, {'authorId': '2507496', 'name': 'K. Blomberg'}]",BMC Palliative Care,8e4fbd94-da0f-45d1-ac80-d6c93d7988ef,2019.0,36,11,0,True,"[{'category': 'Psychology', 'source': 's2-fos-model'}, {'category': 'Medicine', 'source': 's2-fos-model'}, {'category': 'Psychology', 'source': 'external'}, {'category': 'Medicine', 'source': 'external'}]",['JournalArticle'],2019-02-07,"{'name': 'BMC Palliative Care', 'pages': None, 'volume': '18'}",2022-12-12T10:25:18.878Z,Psychology,14.414448,10.189997,16,64369813_3/20_1,0.15,2.716749347078215,1.5801705780242727
1862,246165803,25/45,5.0,"Even though both algorithms were trained in a completely similar form, and the test of both algorithms resulted in great performance results, the **data** obtained from the street reference were not completely identical to the experiment's data, as shown in the classification result. A deeper analysis of this situation is presented in Section 5, but there are several reasons why this happened, including labeling, human error, and lack of training data.",71,63e5393b25bd26f5e7600036,"{'ACL': None, 'DBLP': 'journals/sensors/Bustamante-Bello22', 'ArXiv': None, 'MAG': None, 'CorpusId': '246165803', 'PubMed': '35062417', 'DOI': '10.3390/s22020456', 'PubMedCentral': '8781838'}",https://www.semanticscholar.org/paper/35df04d4c05fefcba63fc0c0631351fde9d521dd,Visualizing Street Pavement Anomalies through Fog Computing V2I Networks and Machine Learning,"[{'authorId': '1403868298', 'name': 'Rogelio Bustamante-Bello'}, {'authorId': '1419245603', 'name': 'Alec Garcia-Barba'}, {'authorId': '2150805531', 'name': 'Luis A. Arce-Saenz'}, {'authorId': '1399712171', 'name': 'Luis A. Curiel-Ramirez'}, {'authorId': '46206278', 'name': 'Javier Izquierdo Reyes'}, {'authorId': '1409118051', 'name': 'R. Ramírez-Mendoza'}]",Italian National Conference on Sensors,3dbf084c-ef47-4b74-9919-047b40704538,2022.0,44,4,0,False,"[{'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Computer Science', 'source': 'external'}, {'category': 'Medicine', 'source': 'external'}]",['JournalArticle'],2022-01-01,"{'name': 'Sensors (Basel, Switzerland)', 'pages': None, 'volume': '22'}",2023-01-27T06:14:36.943Z,Computer Science,11.806289,7.315798,18,246165803_25/45_5,0.556,0.10859034707821458,-1.2940284219757272
1866,85554746,16/19,1.0,"Figure 4 .
4Observational stations of selected networks and their relative density for (a) ground-based atmospheric and greenhouse gas, (b) ground-based meteorological and (c) oceanic observation on and around the African continent. More detailed information of the represented networks can be found in table 2 of the supplementary material. The heatmaps are based on kernel density estimations of all stations of the considered networks within a bounding box of 40 to −40 degrees latitude and −50 to 80 degrees longitude. Note that the operational status of each station has not been taken into account since this information was not available for all networks. The source for the station **data** for most of the networks is the WMO's OSCAR tool.
",118,63e52d3597d1635b03066085,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '2883570154', 'CorpusId': '85554746', 'PubMed': None, 'DOI': '10.1088/1748-9326/aad66c', 'PubMedCentral': None}",https://www.semanticscholar.org/paper/1f65e307d6e4149d7021c97b6f19162e87cffd81,Towards a feasible and representative pan-African research infrastructure network for GHG observations,"[{'authorId': '1402998626', 'name': 'A. López-Ballesteros'}, {'authorId': '153306191', 'name': 'Johannes Beck'}, {'authorId': '9912104', 'name': 'A. Bombelli'}, {'authorId': '5447836', 'name': 'E. Grieco'}, {'authorId': '104775410', 'name': 'E. Lorencová'}, {'authorId': '4990733', 'name': 'L. Merbold'}, {'authorId': '144303528', 'name': 'C. Brümmer'}, {'authorId': '40635934', 'name': 'W. Hugo'}, {'authorId': '2566131', 'name': 'R. Scholes'}, {'authorId': '6598360', 'name': 'D. Vačkář'}, {'authorId': '2078178', 'name': 'A. Vermeulen'}, {'authorId': '144393712', 'name': 'M. Acosta'}, {'authorId': '1398216530', 'name': 'K. Butterbach‐Bahl'}, {'authorId': '1989686', 'name': 'J. Helmschrot'}, {'authorId': '2157218515', 'name': 'Dong-Gill Kim'}, {'authorId': '1946290605', 'name': 'MICHAEL B. Jones'}, {'authorId': '1405203729', 'name': 'Veronika Jorch'}, {'authorId': '5116482', 'name': 'M. Pavelka'}, {'authorId': '89882761', 'name': 'I. Skjelvan'}, {'authorId': '120289329', 'name': 'M. Saunders'}]",Environmental Research Letters,373ee421-9890-40bc-87d7-59518033a715,2018.0,84,21,0,False,"[{'category': 'Environmental Science', 'source': 's2-fos-model'}, {'category': 'Physics', 'source': 'external'}, {'category': 'Business', 'source': 'external'}]",,2018-08-14,"{'name': 'Environmental Research Letters', 'pages': None, 'volume': '13'}",2022-12-20T07:29:18.429Z,Environmental Science,10.397477,8.235487,-1,85554746_16/19_1,0.842,-1.3002216529217847,-0.3743394219757281
1867,146120626,4/8,4.0,"An important conclusion from this section is that determining the α-author on the basis of the current h values does not seem to be a good choice. An obvious solution to the issue would be to determine the α-author of a paper by using the historical h values at the time of the paper's publication. Leydesdorff et al. argue that this is challenging because the required citation **data** are not provided directly in WoS [10] but, as we have shown here, they can actually be extracted -provided that the author's paper collection can be identified without ambiguity by a search in WoS.",102,63e558393eb43b0c8ac421fc,"{'ACL': None, 'DBLP': 'journals/corr/abs-1905-01943', 'ArXiv': '1905.01943', 'MAG': '3023545480', 'CorpusId': '146120626', 'PubMed': None, 'DOI': '10.1016/J.PHYSA.2020.124652', 'PubMedCentral': None}",https://www.semanticscholar.org/paper/94cdcaefc8770c1f55963421aa0f0f6b304e20a7,Crediting multi-authored papers to single authors,"[{'authorId': '8155862', 'name': 'A. Tietze'}, {'authorId': '1928776', 'name': 'S. Galam'}, {'authorId': '4440778', 'name': 'P. Hofmann'}]",ArXiv,,2019.0,46,5,0,True,"[{'category': 'Economics', 'source': 's2-fos-model'}, {'category': 'Economics', 'source': 'external'}, {'category': 'Mathematics', 'source': 'external'}, {'category': 'Computer Science', 'source': 'external'}, {'category': 'Physics', 'source': 'external'}]",['JournalArticle'],2019-05-06,"{'name': 'ArXiv', 'pages': None, 'volume': 'abs/1905.01943'}",2023-01-22T21:32:46.893Z,Economics,11.0272665,7.180711,-1,146120626_4/8_4,0.5,-0.6704321529217854,-1.4291154219757276
1868,85554746,1/19,2.0,(i) to highlight the need for an integrated RI to provide GHG and related environmental **data** with enhanced coverage across Africa;,21,63e52d3597d1635b03066085,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '2883570154', 'CorpusId': '85554746', 'PubMed': None, 'DOI': '10.1088/1748-9326/aad66c', 'PubMedCentral': None}",https://www.semanticscholar.org/paper/1f65e307d6e4149d7021c97b6f19162e87cffd81,Towards a feasible and representative pan-African research infrastructure network for GHG observations,"[{'authorId': '1402998626', 'name': 'A. López-Ballesteros'}, {'authorId': '153306191', 'name': 'Johannes Beck'}, {'authorId': '9912104', 'name': 'A. Bombelli'}, {'authorId': '5447836', 'name': 'E. Grieco'}, {'authorId': '104775410', 'name': 'E. Lorencová'}, {'authorId': '4990733', 'name': 'L. Merbold'}, {'authorId': '144303528', 'name': 'C. Brümmer'}, {'authorId': '40635934', 'name': 'W. Hugo'}, {'authorId': '2566131', 'name': 'R. Scholes'}, {'authorId': '6598360', 'name': 'D. Vačkář'}, {'authorId': '2078178', 'name': 'A. Vermeulen'}, {'authorId': '144393712', 'name': 'M. Acosta'}, {'authorId': '1398216530', 'name': 'K. Butterbach‐Bahl'}, {'authorId': '1989686', 'name': 'J. Helmschrot'}, {'authorId': '2157218515', 'name': 'Dong-Gill Kim'}, {'authorId': '1946290605', 'name': 'MICHAEL B. Jones'}, {'authorId': '1405203729', 'name': 'Veronika Jorch'}, {'authorId': '5116482', 'name': 'M. Pavelka'}, {'authorId': '89882761', 'name': 'I. Skjelvan'}, {'authorId': '120289329', 'name': 'M. Saunders'}]",Environmental Research Letters,373ee421-9890-40bc-87d7-59518033a715,2018.0,84,21,0,False,"[{'category': 'Environmental Science', 'source': 's2-fos-model'}, {'category': 'Physics', 'source': 'external'}, {'category': 'Business', 'source': 'external'}]",,2018-08-14,"{'name': 'Environmental Research Letters', 'pages': None, 'volume': '13'}",2022-12-20T07:29:18.429Z,Environmental Science,12.2979965,8.439896,-1,85554746_1/19_2,0.053,0.600297847078215,-0.16993042197572805
1872,203926270,16/22,1.0,"To confirm the results, 740Y-P (a PI3K agonist, Selleck, USA, S7865) and LY294002 (a PI3K inhibitor, Selleck, USA, S1105) were used to treat MNNG cells alone or combined with C 18 H 17 NO 6 for 48 h. Firstly, we found that 740Y-P at 20 µM remarkably increased the proliferation ( Figure 3A     C 18 H 17 NO 6 group (p<0.05). After co-incubation with 740Y-P, these changes were marked rescued (p<0.05). Secondly, the protein expression levels of MMP-2, MMP-9, E-cadherin, N-cadherin, and Vimentin were evaluated. As shown in Figures  3G and 3H, the protein expression levels of MMP-2, MMP-9, N-cadherin, and Vimentin were significantly downregulated following treatment with 4 µM C 18 H 17 NO 6 (p<0.05). 740Y-P at 20 µM remarkably rescued this decrease (p<0.05). We obtained the opposite results in the protein expression levels of E-cadherin. Finally, to investigate whether the PI3K/AKT pathway participates in the inhibitory effect of C 18 H 17 NO 6 on MNNG cells, the cells were incubated with 740Y-P (20 µM), LY294002 (20 µM) alone, or in combination with C 18 H 17 NO 6 (4 µM) for 48 h. Compared to the control group, 740Y-P at 20 µM remarkably upregulated the protein expression of p-PI3K and p-AKT (p<0.05), and C 18 H 17 NO 6 at 4 µM and LY294002 at 20 µM treatment resulted in remarkably downregulated the protein expression of p-PI3K and p-AKT (p<0.05). After co-incubation with 740Y-P, C 18 H 17 NO 6 -dependent inhibition of the PI3K/AKT signaling pathway was eliminated. Co-incubation with LY294002 enhanced suppression of the PI3K/AKT signaling pathway (Figures 3I, 3J). These **data** at least partially suggest that C 18 H 17 NO 6 weakens MNNG cell proliferation, migration, and invasion by inhibiting the PI3K/AKT signaling pathway.",297,63e52e2997d1635b03268735,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '2979562838', 'CorpusId': '203926270', 'PubMed': '31589596', 'DOI': '10.12659/MSM.918431', 'PubMedCentral': '6792516'}",https://www.semanticscholar.org/paper/ffa10e76d365c231c1af0cde3211af8e15274c86,C18H17NO6 Inhibits Invasion and Migration of Human MNNG Osteosarcoma Cells via the PI3K/AKT Signaling Pathway,"[{'authorId': '73187781', 'name': 'Qian-qian Qu'}, {'authorId': '89721146', 'name': 'Z. He'}, {'authorId': '1955240', 'name': 'Yulei Jiang'}, {'authorId': '2087234619', 'name': 'D. Lu'}, {'authorId': '2143507797', 'name': 'Xiao-bin Long'}, {'authorId': '2111069693', 'name': 'Yu Ding'}, {'authorId': '2113743091', 'name': 'Biao Xu'}, {'authorId': '9268265', 'name': 'Xiao-Qiong He'}]",Medical Science Monitor,93a4f692-b20b-46d9-a212-f283daaf5758,2019.0,35,2,0,True,"[{'category': 'Biology', 'source': 's2-fos-model'}, {'category': 'Medicine', 'source': 's2-fos-model'}, {'category': 'Chemistry', 'source': 'external'}, {'category': 'Medicine', 'source': 'external'}]",['JournalArticle'],2019-10-07,"{'name': 'Medical Science Monitor : International Medical Journal of Experimental and Clinical Research', 'pages': '7527 - 7537', 'volume': '25'}",2023-01-21T06:35:52.229Z,Biology,11.612424,13.000675,34,203926270_16/22_1,0.727,-0.08527465292178427,4.390848578024272
1875,236196766,25/47,5.0,"GrimoireLab is managed as an open free, open source software project, with a public roadmap, and all contributions managed through pull requests in GitHub. The project documents how to contribute to it, and in fact some important contributions (such as partial support for some **data** sources) have been received by the core team of developers. Researchers and developers of any kind are welcome to propose their patches fixing errors or providing new features.",73,63e5568de95157eb65a2b2ad,"{'ACL': None, 'DBLP': 'journals/peerj-cs/DuenasCGFICG21', 'ArXiv': None, 'MAG': None, 'CorpusId': '236196766', 'PubMed': '34307858', 'DOI': '10.7717/peerj-cs.601', 'PubMedCentral': '8279145'}",https://www.semanticscholar.org/paper/7e383ddd9aaecc4c700f47ad824f4dfb711e5c14,GrimoireLab: A toolset for software development analytics,"[{'authorId': '144125116', 'name': 'Santiago Dueñas'}, {'authorId': '34820138', 'name': 'Valerio Cosentino'}, {'authorId': '1397826059', 'name': 'Jesus M. Gonzalez-Barahona'}, {'authorId': '2120374921', 'name': 'Alvaro del Castillo San Felix'}, {'authorId': '1384382015', 'name': 'Daniel Izquierdo-Cortazar'}, {'authorId': '2120340149', 'name': 'Luis Cañas-Díaz'}, {'authorId': '2120359686', 'name': 'Alberto Pérez García-Plaza'}]",PeerJ Computer Science,138e58fc-8643-41c2-a92c-068ea4f4c607,2021.0,76,10,0,False,"[{'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Computer Science', 'source': 'external'}, {'category': 'Medicine', 'source': 'external'}]",['JournalArticle'],2021-07-09,"{'name': 'PeerJ Computer Science', 'pages': None, 'volume': '7'}",2022-12-23T07:28:03.975Z,Computer Science,14.270753,7.262974,20,236196766_25/47_5,0.532,2.573054347078214,-1.3468524219757274
1877,4042856,81/130,1.0,"From the more limited study **data** available, DHA, but not EPA, lowered heart rate and blood pressure in normotensive individuals, with no effect observed in hypertensive-treated diabetic patients.",28,63e5482769422edf8b65a08a,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '2787975960', 'CorpusId': '4042856', 'PubMed': '29425187', 'DOI': '10.3390/ijms19020532', 'PubMedCentral': '5855754'}",https://www.semanticscholar.org/paper/9b9d9367c69a3377f7a69272e1fb900ac30fbeac,The Differential Effects of Eicosapentaenoic Acid and Docosahexaenoic Acid on Cardiometabolic Risk Factors: A Systematic Review,"[{'authorId': '33210723', 'name': 'Jacqueline K. Innes'}, {'authorId': '144307117', 'name': 'P. Calder'}]",International Journal of Molecular Sciences,8506a01a-40b8-4e6f-bbb8-ce2492139c15,2018.0,101,131,4,True,"[{'category': 'Medicine', 'source': 's2-fos-model'}, {'category': 'Medicine', 'source': 'external'}]","['Review', 'JournalArticle']",2018-02-01,"{'name': 'International Journal of Molecular Sciences', 'pages': None, 'volume': '19'}",2023-01-27T17:07:31.068Z,Medicine,11.185005,10.797963,24,4042856_81/130_1,0.623,-0.5126936529217847,2.188136578024272
1880,251694175,15/32,1.0,"Profiling was performed in a single batch in JHS and two batches of N = 88 and N = 121 in HERITAGE using the Olink Explore panel (Olink Proteomics AB, Uppsala, Sweden) according to the manufacturer's instructions using separate aliquots. The Proximity Extension Assay technology used for the Olink protocol has been described (5), and Olink enables analysis using 2.8 l of each sample. Briefly, pairs of oligonucleotide-labeled antibody probes bind to their targeted protein, and if the two probes are brought in close proximity, the oligonucleotides hybridize in a pair-wise manner. The addition of a DNA polymerase leads to a proximity-dependent DNA polymerization event, generating a unique double-stranded DNA barcode for each specific antigen. The resulting DNA sequence is subsequently detected and quantified using next-generation sequencing (Illumina NovaSeq). Data are then quality-controlled and normalized using an internal extension control and a plate control, to adjust for intra-and interrun variation. The final assay readout is presented in Normalized Protein eXpression (NPX) values, which is log 2 -transformed ratio of sample assay counts to extension control counts; a higher value corresponds to a higher protein expression. Internal controls for incubation, extension, and amplification are included on each plate. Outlier analysis was performed by PCA; two samples were removed across all JHS analyses resulting in the present N = 568 of the present study. No samples were excluded in HERITAGE analyses. All assay validation **data** (detection limits, intra-and inter-assay precision data, etc.) are available on manufacturer's website (www.olinkexplore.com).",246,63e554d3ebb3770f72f6a653,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': None, 'CorpusId': '251694175', 'PubMed': '35984888', 'DOI': '10.1126/sciadv.abm5164', 'PubMedCentral': '9390994'}",https://www.semanticscholar.org/paper/22c3d19537e752a0d14e011afca345260b110b84,Proteomic profiling platforms head to head: Leveraging genetics and clinical traits to compare aptamer- and antibody-based methods,"[{'authorId': '145251497', 'name': 'Daniel H. Katz'}, {'authorId': '50075711', 'name': 'Jeremy M. Robbins'}, {'authorId': '1693701338', 'name': 'S. Deng'}, {'authorId': '47742087', 'name': 'Usman A Tahir'}, {'authorId': '1772088', 'name': 'A. Bick'}, {'authorId': '1658981064', 'name': 'A. Pampana'}, {'authorId': '2118174378', 'name': 'Zhi Yu'}, {'authorId': '39257347', 'name': 'D. Ngo'}, {'authorId': '49389486', 'name': 'M. Benson'}, {'authorId': '150356019', 'name': 'Zsu-Zsu Chen'}, {'authorId': '133822456', 'name': 'Daniel E Cruz'}, {'authorId': '6605360', 'name': 'Dongxiao Shen'}, {'authorId': '84694854', 'name': 'Yan Gao'}, {'authorId': '144072297', 'name': 'C. Bouchard'}, {'authorId': '4661806', 'name': 'M. Sarzynski'}, {'authorId': '145426596', 'name': 'A. Correa'}, {'authorId': '2159256', 'name': 'P. Natarajan'}, {'authorId': '152239137', 'name': 'James G. Wilson'}, {'authorId': '1864575', 'name': 'R. Gerszten'}]",Science Advances,cb30f0c9-2980-4b7d-bbcb-68fc5472b97c,2022.0,57,4,0,False,"[{'category': 'Biology', 'source': 's2-fos-model'}, {'category': 'Medicine', 'source': 'external'}]",['JournalArticle'],2022-08-01,"{'name': 'Science Advances', 'pages': None, 'volume': '8'}",2023-01-14T06:27:46.579Z,Biology,12.757207,12.677161,26,251694175_15/32_1,0.469,1.0595083470782143,4.067334578024273
1883,118072666,8/13,4.0,"The use of one single kaon selection efficiency for all φ momenta was compared to the use of separate values above and below p φ = 1.2 GeV/c. The observed difference in the average multiplicity was 0.9%. This is below the statistical error on the kaon identification efficiencies, hence no additional error was assigned to this source. The statistical error on the kaon selection efficiencies is treated as part of the statistical error in this analysis as it is obtained from the same **data** set as our signal and scales appropriately.",91,63e55dd52fdef6cd3a832a44,"{'ACL': None, 'DBLP': None, 'ArXiv': 'hep-ex/0311008', 'MAG': '1520944637', 'CorpusId': '118072666', 'PubMed': None, 'DOI': '10.1103/PhysRevD.69.052005', 'PubMedCentral': None}",https://www.semanticscholar.org/paper/347fb176e45d62e812b0508236c32e2ec63da58d,Measurement of the Average phi Multiplicity in B Meson Decay,"[{'authorId': '2175775948', 'name': 'B. Aubert'}, {'authorId': '93059522', 'name': 'E. al.'}, {'authorId': '122171436', 'name': 'Babar Collaboration'}]",,,2003.0,2,1,0,True,"[{'category': 'Physics', 'source': 's2-fos-model'}, {'category': 'Physics', 'source': 'external'}]",,2003-11-04,"{'name': 'Physical Review D', 'pages': '052005-1-052005-8', 'volume': '69'}",2022-09-15T10:14:46.289Z,Physics,7.257111,6.5722146,14,118072666_8/13_4,0.615,-4.440587652921785,-2.0376118219757275
1892,17228594,3/7,5.0,"At intermediate distances over a wide region of r varying from 0.5r 0 to 2.8r 0 , the **data** is very well described by a formula of the type
c(r) = a 1 x 2n − 1 x n + b x 3n . (3.3)
Existing SU (3) **data** in 3-d [9] also admit a similar description. The curves are shown in Fig. 3. It is not clear if there is any theoretical basis for such a description, but at least they provide accurate interpolation formulae.",84,63e54cb2d013a649c4e2a2ba,"{'ACL': None, 'DBLP': None, 'ArXiv': '0709.4170', 'MAG': '2952653428', 'CorpusId': '17228594', 'PubMed': None, 'DOI': '10.22323/1.042.0316', 'PubMedCentral': None}",https://www.semanticscholar.org/paper/dbd36ca116eef4b8a90ec143399be179bc6425cc,Subleading properties of the QCD flux-tube in 3-d lattice gauge theory,"[{'authorId': '144232140', 'name': 'N. Dass'}, {'authorId': '2865257', 'name': 'P. Majumdar'}]",,,2007.0,32,2,0,True,"[{'category': 'Physics', 'source': 's2-fos-model'}, {'category': 'Physics', 'source': 'external'}]",,2007-09-26,"{'name': '', 'pages': '316', 'volume': '42'}",2022-10-26T14:19:07.098Z,Physics,9.290573,6.683195,-1,17228594_3/7_5,0.429,-2.407125652921785,-1.9266314219757268
1894,53478339,1/24,3.0,"We present a multi-proxy skeletal δ 18 O, Sr/Ca, and spectral luminescence record of seasonal to interannual variability in riverine influence obtained from nearshore GBR coral microatolls. Annual mean SST and mean summer and winter values were calculated from a mid-Holocene (4665 cal. yr BP) record spanning 31 years, and a modern record spanning 17 years. The combined **data** provide high-resolution information on past climate variability within the north-eastern Australian region and suggest that an altered mid-Holocene hydrological cycle influenced coastal oceanographic conditions of the GBR.",86,63e540843d001ba24705fe65,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '2097348050', 'CorpusId': '53478339', 'PubMed': None, 'DOI': '10.1177/0959683614534739', 'PubMedCentral': None}",https://www.semanticscholar.org/paper/384f94ea339e45247083630920f424898f8ce16c,Mid-Holocene sea surface conditions and riverine influence on the inshore Great Barrier Reef,"[{'authorId': '40557169', 'name': 'R. Roche'}, {'authorId': '144663960', 'name': 'C. Perry'}, {'authorId': '39503290', 'name': 'S. Smithers'}, {'authorId': '34770518', 'name': 'M. Leng'}, {'authorId': '8588654', 'name': 'C. Grove'}, {'authorId': '144637427', 'name': 'H. Sloane'}, {'authorId': '47030733', 'name': 'Catherine Unsworth'}]",,,2014.0,75,17,2,True,"[{'category': 'Environmental Science', 'source': 's2-fos-model'}, {'category': 'Geography', 'source': 's2-fos-model'}, {'category': 'Geology', 'source': 'external'}]",['JournalArticle'],2014-06-05,"{'name': 'The Holocene', 'pages': '885 - 897', 'volume': '24'}",2022-12-20T04:46:17.636Z,Environmental Science,10.912675,8.671627,-1,53478339_1/24_3,0.042,-0.7850236529217849,0.061800578024273634
1896,67280593,33/39,1.0,"In the Ethical Thinking Survey (Figure 1), the only significant difference was in knowing what an ethical consideration is (question 5). Responses to questions 1 and 2 in this survey indicate a positive However, responses to questions 3, 4, 6, and 7 indicate either no change or more negative responses in the post-test regarding motivations for taking course and predictions about future use of the knowledge acquired during the course. It should be noted that the trends in differences between pre and post-course **data** for all questions except question 5 were not statistically significant.",94,63e521ba31b0fa76e5e15b70,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '2795284970', 'CorpusId': '67280593', 'PubMed': None, 'DOI': '10.18260/3-1-170.370.620-31326', 'PubMedCentral': None}",https://www.semanticscholar.org/paper/5ee90a1d7cc5037633fb7f1a874c15bb4562cc20,Teaching Ethics as Design,"[{'authorId': '145658179', 'name': 'R. Kirkman'}, {'authorId': '2110095890', 'name': 'Bumsoo Lee'}, {'authorId': '144064235', 'name': 'Katherine K. Fu'}]",,,2017.0,28,5,0,True,"[{'category': 'Sociology', 'source': 's2-fos-model'}, {'category': 'Psychology', 'source': 'external'}]",['Review'],2017-10-19,"{'name': 'Advances in engineering education', 'pages': None, 'volume': '6'}",2023-01-25T19:03:33.031Z,Sociology,13.627261,9.801354,-1,67280593_33/39_1,0.846,1.9295623470782157,1.1915275780242727
